ax,ay,az,gx,gy,gz
-0.17,-0.87,3.64,-1.2,-0.9,1.42
1.11,-2.13,3.72,-0.96,-0.74,1.95
2.4,-3.21,3.28,-0.4,-0.46,2.18
3.48,-5.06,2.12,0.96,0.03,2.23
4.37,-6.78,1.34,2.13,0.26,2.46
5.56,-7.91,0.77,3.17,0.52,2.88
6.57,-8.12,0.02,4.1,0.96,3.5
7.56,-6.6,-2.4,4.37,1.94,4.27
8.0,-3.97,-4.96,4.37,2.64,4.37
7.68,-1.17,-7.53,4.37,3.08,4.37
6.7,1.3,-9.62,4.37,3.32,4.37
3.65,4.76,-13.84,4.29,3.97,4.37
0.6,4.9,-15.69,3.9,4.34,4.37
-3.58,3.98,-17.89,3.86,4.37,4.37
-10.8,5.04,-19.53,4.33,4.37,3.77
-18.68,10.3,-19.61,4.37,4.37,2.22
-19.61,15.78,-19.61,4.37,4.37,0.78
-19.61,19.24,-19.61,4.37,4.13,-0.65
-19.61,19.61,-19.61,4.37,2.1,-0.79
-19.61,19.61,-19.61,4.33,-0.12,-0.57
