ax,ay,az,gx,gy,gz
3.38,0.89,-4.91,-0.17,4.37,-1.56
-0.49,3.6,-2.69,0.27,2.93,-0.95
3.42,5.29,1.95,-0.47,2.36,-0.71
3.94,4.44,2.91,-2.34,3.29,0.29
3.56,0.79,2.98,-3.43,3.85,0.97
3.36,-1.61,3.16,-3.13,4.17,1.83
3.84,-2.41,1.58,-2.74,4.13,2.88
5.6,-0.9,-0.69,-2.87,3.81,4.0
7.42,1.05,-2.77,-2.85,4.21,4.37
6.38,1.45,-5.89,-2.79,4.37,4.37
3.68,0.7,-8.85,-2.22,4.3,4.37
2.18,1.25,-11.2,-0.1,3.64,4.37
3.17,4.8,-13.3,1.81,3.34,4.37
3.05,9.34,-15.27,1.97,3.23,4.37
0.89,14.15,-19.61,2.1,2.78,4.37
-2.63,18.14,-19.61,3.32,1.91,4.05
-3.35,19.61,-19.61,3.78,0.37,2.94
-4.87,19.61,-19.61,2.59,-0.89,2.09
-5.82,19.61,-19.61,1.0,-2.01,1.62
-7.3,19.61,-19.61,0.59,-3.34,0.72
