ax,ay,az,gx,gy,gz
-3.63,-0.18,1.41,-1.82,-0.18,-0.32
-2.44,-1.05,1.64,-1.73,-0.2,-0.04
-1.29,-2.14,1.86,-1.68,-0.24,0.48
0.3,-3.62,1.77,-1.49,-0.29,1.27
1.02,-4.24,1.74,-1.22,-0.42,1.73
2.14,-4.94,1.68,-0.82,-0.58,2.19
3.98,-6.04,1.96,0.27,-0.76,3.24
5.16,-6.64,2.02,0.95,-0.76,3.98
6.42,-6.92,1.86,1.67,-0.6,4.37
7.84,-6.55,1.39,2.5,-0.18,4.37
10.07,-5.58,0.38,3.58,0.9,4.37
11.26,-4.76,-2.34,4.16,2.05,4.37
11.28,-3.51,-4.78,4.37,2.87,4.37
10.05,-2.04,-7.81,4.37,3.45,4.37
8.01,-0.69,-11.43,4.37,3.92,4.37
7.11,0.04,-13.68,4.37,4.18,4.37
5.47,1.15,-15.86,4.37,4.37,4.37
3.3,4.04,-19.61,4.37,4.37,4.37
-5.49,11.82,-19.61,4.37,4.37,3.73
-14.72,17.71,-19.61,4.37,4.37,2.58
