ax,ay,az,gx,gy,gz
-13.72,6.31,-19.61,-1.13,-4.37,0.58
-10.12,5.19,-19.61,-0.61,-4.37,0.06
-4.15,3.65,-19.61,0.1,-4.37,-0.82
1.67,4.6,-19.61,-1.02,-4.37,-0.46
4.6,4.13,-17.67,-2.56,-4.37,0.18
5.6,2.68,-12.8,-3.71,-4.37,0.03
5.86,1.4,-9.02,-3.59,-4.37,-0.4
6.12,1.01,-4.84,-2.6,-4.37,-1.05
5.15,0.37,-3.11,-1.63,-3.4,-0.96
4.13,0.76,-1.96,-0.85,-2.6,-1.44
3.94,1.09,-1.26,-0.51,-2.06,-1.16
4.14,0.99,-0.66,-0.38,-1.61,-1.01
4.15,0.09,0.12,-0.42,-1.07,-0.82
3.54,-0.64,0.54,-0.42,-0.71,-0.49
2.69,-0.61,1.57,-0.48,-0.72,-0.05
2.25,-0.45,2.41,-0.62,-0.76,0.4
2.12,-0.48,2.59,-0.54,-0.48,0.61
1.76,-1.07,3.25,-0.25,-0.06,0.54
1.02,-0.64,3.31,0.1,0.45,1.24
