ax,ay,az,gx,gy,gz
-1.93,5.92,-1.48,1.99,0.57,0.45
-0.49,7.2,-0.02,2.45,0.33,0.69
-1.07,9.12,0.17,1.68,0.48,1.29
-0.33,9.25,-0.24,0.71,0.66,1.51
-0.61,7.74,-0.63,0.05,0.62,1.78
-0.53,5.98,-0.4,-0.1,0.27,2.18
-0.22,4.95,0.65,0.0,-0.0,2.56
0.2,4.58,1.97,0.03,0.23,2.83
1.1,4.06,2.02,-0.13,0.94,3.02
0.99,4.01,1.05,-0.2,1.7,3.13
0.56,3.97,-1.02,-0.05,2.22,3.09
-0.33,3.82,-3.37,0.6,2.06,2.97
-1.12,4.66,-5.33,1.34,1.37,3.02
-1.24,8.25,-7.79,1.88,0.81,2.97
-1.87,12.41,-10.8,2.28,0.5,2.31
-3.01,14.83,-13.89,2.59,-0.01,1.7
-4.32,17.38,-17.23,2.54,-1.06,1.35
-4.92,18.37,-18.86,2.74,-2.29,0.68
-4.3,19.52,-19.5,2.94,-2.94,-0.06
-3.92,19.61,-19.61,2.95,-3.09,-0.91
