ax,ay,az,gx,gy,gz
-12.88,15.44,-19.61,1.61,-3.63,-1.13
-12.61,18.33,-19.61,1.44,-4.37,-1.62
-9.73,16.61,-19.61,0.9,-4.37,-2.36
-5.56,12.81,-19.61,-0.58,-4.37,-2.65
-0.83,9.05,-19.61,-2.31,-4.37,-2.3
2.62,3.82,-19.61,-3.68,-4.37,-2.06
4.54,-1.32,-15.9,-4.18,-4.37,-1.76
4.53,-4.32,-9.13,-3.35,-4.37,-1.34
5.29,-5.11,-4.49,-1.6,-4.37,-1.05
6.71,-4.5,-1.35,-0.06,-4.37,-0.47
8.27,-0.83,-0.28,0.78,-3.85,-0.28
8.86,-0.45,-0.48,0.78,-2.32,-0.31
8.17,0.49,-0.28,0.49,-1.43,-0.05
7.23,0.77,0.36,0.25,-1.24,0.02
6.42,0.27,1.21,0.07,-1.13,0.21
5.32,0.25,1.94,-0.18,-1.04,0.5
4.74,0.69,2.92,-0.53,-0.7,0.26
3.28,-0.37,4.13,-0.21,-0.2,0.51
2.81,-0.99,4.2,0.24,0.38,0.49
