ax,ay,az,gx,gy,gz
-2.89,-2.47,1.04,-2.0,0.6,-0.48
-3.43,-2.72,1.84,-1.63,0.68,0.14
-2.1,-1.84,3.16,-1.36,0.88,0.47
-2.64,-1.88,3.48,-1.46,1.27,1.14
-3.08,-2.46,3.26,-1.51,1.11,1.81
-1.72,-1.98,3.96,-1.61,1.03,2.51
-0.9,-1.71,4.1,-1.88,1.24,3.09
-0.38,-1.35,3.75,-2.19,1.34,3.8
1.11,-1.4,3.25,-2.54,1.37,4.37
2.44,-2.09,2.67,-2.77,1.43,4.37
4.19,-2.76,1.62,-2.42,1.51,4.37
6.27,-2.82,0.42,-1.37,1.49,4.37
8.96,0.33,-1.81,-0.19,1.51,4.37
11.02,7.18,-4.74,0.26,1.73,4.37
10.17,14.11,-10.03,-0.17,2.07,4.37
6.31,19.61,-16.18,-0.41,1.63,4.37
0.53,19.61,-19.61,1.07,0.72,4.37
-3.8,19.61,-19.61,2.58,-0.14,4.37
-9.14,19.61,-19.61,1.97,-1.33,3.54
-11.65,19.61,-19.61,0.8,-2.94,2.15
