time,ax,ay,az,gx,gy,gz,label
1769509568.444082,6.95,1.16,6.71,0.37,0.37,-0.3,0
1769509568.4468522,6.96,1.11,6.78,0.35,0.36,-0.33,0
1769509568.449589,7.06,1.18,6.81,0.33,0.35,-0.35,0
1769509568.452304,7.12,1.24,6.99,0.31,0.34,-0.36,0
1769509568.455104,7.18,1.29,7.15,0.3,0.33,-0.38,0
1769509568.458071,7.26,1.31,7.26,0.28,0.31,-0.38,0
1769509568.460621,7.27,1.26,7.41,0.27,0.29,-0.4,0
1769509568.463561,7.34,1.22,7.55,0.26,0.26,-0.41,0
1769509568.466291,7.43,1.35,7.66,0.25,0.24,-0.42,0
1769509568.469122,7.51,1.31,7.71,0.24,0.21,-0.44,0
1769509568.47193,7.61,1.43,7.77,0.23,0.19,-0.43,0
1769509568.474783,7.81,1.52,7.72,0.21,0.19,-0.44,0
1769509568.4775412,7.89,1.61,7.78,0.19,0.17,-0.44,0
1769509568.480246,7.96,1.77,7.74,0.15,0.18,-0.45,0
1769509568.485651,8.01,1.85,7.74,0.13,0.18,-0.45,0
1769509568.488387,8.16,1.91,7.79,0.09,0.17,-0.45,0
1769509568.491166,8.23,1.93,7.77,0.05,0.18,-0.44,0
1769509568.4940128,8.32,1.9,7.83,0.02,0.17,-0.45,0
1769509568.496773,8.43,1.89,7.85,-0.02,0.17,-0.46,0
1769509568.499534,8.58,1.96,7.82,-0.07,0.18,-0.46,0
1769509568.502323,8.59,1.95,7.75,-0.11,0.18,-0.47,0
1769509568.505006,8.65,2.02,7.75,-0.13,0.18,-0.47,0
1769509568.507861,8.81,2.06,7.68,-0.18,0.18,-0.47,0
1769509568.510558,8.87,2.09,7.7,-0.22,0.18,-0.48,0
1769509568.513387,8.84,2.11,7.71,-0.25,0.18,-0.48,0
1769509568.5160918,8.9,2.08,7.73,-0.27,0.17,-0.48,0
1769509568.518951,8.9,2.12,7.77,-0.29,0.15,-0.48,0
1769509568.52163,8.99,2.01,7.87,-0.3,0.13,-0.48,0
1769509568.524438,9.08,2.06,7.88,-0.31,0.1,-0.49,0
1769509568.5299032,9.13,2.13,7.8,-0.31,0.08,-0.49,0
1769509568.53274,9.21,2.23,7.76,-0.3,0.06,-0.48,0
