ax,ay,az,gx,gy,gz
5.08,3.47,-0.43,-0.09,0.8,-0.2
5.86,2.95,-2.13,0.03,1.19,-0.45
5.34,4.46,-1.29,0.21,1.44,-0.5
4.99,5.68,-1.1,-0.14,1.0,-0.48
5.94,6.18,-1.55,-0.64,0.73,-0.3
6.42,6.19,-1.62,-0.82,0.51,-0.04
7.03,6.29,-1.8,-0.74,0.27,-0.05
8.25,7.74,-1.56,-0.93,0.11,-0.24
9.08,8.18,0.59,-1.65,-0.13,-0.47
9.75,8.15,2.37,-2.77,-0.58,-0.83
10.88,7.39,3.23,-3.84,-1.0,-0.87
13.03,6.15,4.57,-4.37,-0.96,-0.79
13.73,4.72,6.42,-4.37,-0.99,-1.03
12.79,2.31,7.26,-4.37,-1.45,-1.5
14.62,-0.03,5.39,-4.37,-2.02,-2.7
16.9,-1.24,2.33,-4.37,-2.51,-3.8
14.87,-4.07,3.37,-4.37,-2.38,-4.37
14.93,-4.31,2.73,-4.37,-1.63,-4.37
13.71,-3.63,2.83,-4.37,-0.6,-4.37
12.52,-2.55,3.13,-4.37,0.54,-4.37
