ax,ay,az,gx,gy,gz
19.61,-2.42,-9.85,-0.56,-0.09,-0.55
8.43,-1.05,-1.34,-0.58,1.22,-0.37
8.07,0.55,0.68,-1.94,-0.17,-0.18
12.65,-1.29,-2.21,-2.36,-0.18,0.02
15.08,-2.32,-3.26,-2.38,1.13,-0.18
15.13,-2.95,-2.97,-3.13,2.12,-0.43
17.42,-4.85,-4.35,-4.37,3.37,-0.93
15.02,-6.79,-4.4,-4.37,4.14,-1.04
14.33,-8.18,-4.04,-4.37,4.27,-1.21
17.0,-8.22,-8.19,-4.37,4.37,-2.02
18.29,-9.04,-11.47,-4.37,4.37,-2.43
12.29,-8.28,-3.43,-4.37,4.37,-2.87
11.3,-6.56,-4.34,-4.37,4.37,-3.59
11.73,-7.7,-5.17,-4.37,4.37,-3.32
3.94,-7.63,-5.51,-4.37,4.37,-3.4
-6.38,-7.86,-2.75,-4.37,4.37,-3.86
-19.61,-9.49,1.08,-4.37,4.37,-3.88
-19.61,-9.5,6.19,-4.37,4.37,-2.49
-19.61,-8.08,19.01,-4.37,4.37,-2.23
