ax,ay,az,gx,gy,gz
7.57,1.08,-1.51,-0.77,1.6,0.94
7.83,1.36,-1.73,-0.39,1.63,0.63
7.02,1.35,-1.28,-0.02,1.79,0.42
6.95,2.65,-0.01,-0.18,1.69,0.11
6.33,3.43,0.95,-0.81,1.2,0.14
7.12,2.39,0.81,-1.31,0.56,0.22
7.79,1.36,1.15,-1.32,0.44,0.1
8.06,1.02,2.93,-1.5,0.25,-0.38
8.25,2.41,5.25,-2.47,-0.66,-1.06
10.77,3.88,7.46,-4.37,-1.93,-1.94
13.52,4.59,7.82,-4.37,-2.76,-2.15
15.35,2.28,7.0,-4.37,-3.68,-2.48
18.5,1.93,2.83,-4.37,-4.32,-2.37
18.94,-1.28,-2.75,-4.37,-4.37,-1.96
19.61,-3.91,-8.23,-4.37,-3.78,-2.86
19.61,-6.21,-10.33,-4.37,-1.65,-3.67
19.61,-6.26,-10.35,-4.37,1.12,-4.37
12.3,-5.71,-6.81,-4.37,2.88,-4.37
5.23,-2.56,-3.46,-4.37,3.6,-4.37
-3.36,-3.91,-1.06,-4.37,3.14,-4.37
