ax,ay,az,gx,gy,gz
5.56,7.84,4.85,0.38,1.39,1.75
7.73,8.02,5.24,-0.48,0.87,1.53
8.96,6.28,4.85,-0.29,1.14,1.92
7.6,2.01,5.32,0.74,1.2,1.96
8.31,1.69,6.21,1.2,0.95,1.52
9.56,3.65,8.59,0.85,1.1,0.89
7.99,3.65,10.0,-0.11,0.64,0.08
8.01,3.74,9.43,-0.8,-0.29,-0.36
8.48,3.99,7.34,-1.0,-1.27,-0.44
9.4,4.37,5.4,-0.96,-1.74,-0.64
9.65,5.37,4.98,-1.03,-1.98,-0.77
10.13,5.94,5.88,-1.68,-2.16,-1.07
10.87,5.61,7.19,-2.87,-2.47,-1.6
10.51,4.84,6.67,-3.96,-3.17,-2.13
11.38,4.62,5.69,-4.37,-3.54,-2.39
12.71,3.61,5.36,-4.37,-3.25,-2.5
14.14,0.84,5.5,-4.37,-2.72,-2.98
14.35,-1.12,6.1,-4.37,-2.37,-3.96
11.49,-1.35,6.07,-4.37,-3.24,-4.37
9.68,0.81,4.57,-4.37,-4.33,-4.37
