ax,ay,az,gx,gy,gz
19.61,-19.61,-19.61,-4.37,4.37,-4.37
14.87,-19.61,-17.12,-4.37,4.37,-4.37
6.08,-12.53,-13.13,-4.37,4.37,-4.37
-11.87,-6.51,-8.03,-4.37,4.37,-4.37
-19.61,-7.01,-4.59,-4.37,4.37,-4.37
-19.61,-9.29,6.77,-4.37,4.37,-3.48
-19.61,-8.85,14.17,-4.37,4.37,-2.13
-19.61,-17.78,19.61,-4.37,4.37,-1.59
-19.61,-11.63,19.61,-3.91,1.66,-2.61
-16.05,-5.94,16.8,-0.07,-1.45,-1.22
-11.97,1.86,8.14,3.12,-3.52,1.17
-9.35,5.38,4.5,4.01,-3.75,2.58
-11.75,0.66,5.62,3.62,-3.53,2.67
-13.55,-2.48,7.56,3.46,-3.86,2.55
-14.86,-4.21,8.43,4.14,-4.37,2.78
-12.57,-5.86,7.69,4.37,-4.37,2.95
-9.28,-6.32,6.51,4.37,-4.37,2.79
-7.84,-4.69,5.88,4.37,-4.37,2.34
-6.7,-1.8,5.99,4.37,-4.37,2.0
