ax,ay,az,gx,gy,gz
11.72,8.99,15.65,1.16,-0.13,1.45
12.33,6.89,11.54,-1.75,-2.0,0.62
13.64,2.57,5.62,-2.37,-3.07,0.08
14.43,4.32,0.56,-1.71,-3.41,-0.7
16.41,7.87,-3.16,-1.5,-3.32,-0.69
16.08,7.8,-3.5,-2.15,-3.08,-0.63
14.67,7.75,-1.69,-3.83,-3.11,-1.03
14.66,7.68,-1.09,-4.37,-3.1,-1.57
15.27,6.93,-1.57,-4.37,-2.71,-1.84
16.1,7.54,-0.66,-4.37,-1.97,-2.37
19.3,12.22,1.59,-4.37,-0.6,-3.5
18.85,13.97,3.62,-4.37,0.95,-4.22
15.3,9.64,4.0,-4.37,1.96,-4.37
13.74,5.28,5.9,-4.37,1.83,-4.37
14.57,3.06,9.07,-4.37,0.64,-4.37
13.52,0.7,9.0,-4.37,-1.2,-3.84
11.49,-4.11,7.65,-2.83,-3.17,-3.66
11.12,-8.68,3.91,-1.0,-4.37,-3.94
7.19,-7.41,-2.5,-1.28,-4.37,-4.35
1.0,-4.94,-7.09,-4.12,-4.37,-4.35
