ax,ay,az,gx,gy,gz
7.64,-2.04,-2.32,2.13,2.33,-1.32
5.85,2.43,1.02,0.74,1.2,-0.76
13.81,-2.27,-2.01,-1.32,1.49,-0.73
15.32,-5.23,-1.86,-2.79,2.78,-0.89
15.46,-10.25,-1.58,-3.62,4.1,-1.2
16.77,-11.35,-2.07,-3.8,4.37,-2.23
17.74,-18.68,-4.18,-4.37,4.37,-2.29
19.61,-19.61,-10.13,-4.37,4.37,-3.9
19.61,-19.61,-16.04,-4.37,4.37,-4.37
14.33,-18.62,-11.43,-4.37,4.37,-4.37
2.67,-13.15,-8.21,-4.37,4.37,-4.37
-11.23,-12.95,-10.09,-4.37,4.37,-4.37
-19.61,-13.56,-5.68,-4.37,4.37,-4.37
-19.61,-9.75,0.46,-4.37,4.37,-4.37
-19.61,-11.84,18.09,-4.37,4.37,-4.37
-19.61,-19.61,19.61,-4.37,4.23,-3.72
-19.61,-6.89,19.61,1.79,-2.76,-4.23
-17.2,17.23,4.64,4.37,-4.37,-1.13
-10.98,12.2,4.35,4.37,-4.37,4.37
