ax,ay,az,gx,gy,gz
8.4,5.51,3.28,0.78,-0.5,0.39
8.6,3.85,1.31,1.23,0.3,0.66
8.61,5.33,1.29,1.37,1.08,0.13
7.29,6.83,2.88,0.6,0.96,0.0
7.75,5.59,2.86,-0.36,0.56,-0.38
8.58,5.07,2.82,-0.87,0.31,-0.5
8.86,4.42,3.62,-0.77,0.3,-0.33
8.93,3.99,5.13,-0.37,0.19,-0.16
8.75,4.25,6.29,-0.14,-0.08,-0.17
7.97,5.38,7.14,-0.5,-0.62,-0.24
8.21,5.47,7.28,-1.19,-1.19,-0.33
9.44,4.22,6.65,-1.66,-1.47,-0.47
9.91,3.04,6.28,-1.64,-1.52,-0.75
9.22,3.43,6.45,-1.62,-1.79,-1.11
9.45,4.23,6.17,-1.85,-2.18,-1.33
9.79,3.77,6.11,-2.2,-2.41,-1.66
9.8,3.79,5.7,-2.64,-2.6,-1.93
9.9,3.56,5.51,-3.09,-2.81,-2.44
9.03,4.18,5.46,-3.38,-3.33,-2.81
9.33,4.41,4.46,-3.57,-3.87,-2.56
