ax,ay,az,gx,gy,gz
12.98,4.62,0.08,-4.37,-2.43,-4.37
17.63,0.95,-4.55,-4.37,-2.1,-4.35
18.43,-0.39,-5.18,-4.37,0.47,-4.37
12.05,-2.05,-1.13,-4.37,2.31,-4.37
7.21,0.31,3.49,-4.37,2.4,-4.37
1.77,2.26,5.59,-4.37,1.29,-4.37
-1.41,-0.83,2.99,-4.37,0.52,-4.17
-4.57,-7.7,0.97,-4.37,1.27,-3.46
-15.32,-12.36,2.23,-4.37,2.49,-2.64
-19.61,-19.61,5.7,-2.98,3.21,-1.61
-19.61,-15.33,17.46,-2.1,4.37,-3.29
-18.46,-5.79,19.61,-3.3,4.37,-4.37
-19.61,0.87,16.24,-1.06,4.37,-3.61
-19.61,11.06,12.97,2.57,0.26,0.61
-11.08,6.92,13.29,3.5,-1.7,3.22
-14.88,0.44,12.69,2.43,-2.63,4.37
-17.87,-4.63,9.26,0.56,-3.45,4.2
-14.07,-6.08,6.9,0.09,-3.54,3.83
-11.22,-6.46,5.93,1.39,-3.02,3.56
-7.47,-4.13,6.06,3.57,-2.23,3.75
