ax,ay,az,gx,gy,gz
8.45,5.21,1.34,-1.25,-0.17,-0.31
13.05,5.48,0.67,-2.19,-0.02,-0.89
14.54,4.82,-1.21,-2.3,0.84,-1.04
12.8,5.89,1.61,-2.58,1.15,-0.82
15.69,6.38,2.0,-4.0,0.64,-1.08
19.61,6.73,0.15,-4.37,0.7,-1.85
19.61,6.56,-2.58,-4.37,1.55,-2.81
19.61,9.55,-0.88,-4.37,1.9,-3.39
17.02,7.99,0.31,-4.37,-0.47,-1.85
17.47,1.92,-2.11,-4.37,-2.9,-1.01
19.61,-1.18,-7.31,-4.37,-1.26,-1.69
19.61,-2.26,-8.8,-4.37,3.88,-3.26
10.73,0.47,-4.77,-4.37,4.37,-3.88
-1.94,-3.57,-0.48,-4.19,2.66,-1.91
3.6,-7.64,-4.41,-2.48,3.09,-3.08
-8.57,-13.69,-4.26,-1.25,4.37,-3.48
-19.61,-17.99,-0.94,-1.92,4.37,-4.37
-19.61,-11.53,8.01,-3.83,3.82,-4.37
-19.61,-3.76,19.61,-4.37,1.76,-4.37
-19.61,-4.23,19.61,-4.37,-0.42,-4.09
