ax,ay,az,gx,gy,gz
8.07,-0.98,-0.05,-2.89,-1.31,0.3
9.16,-1.86,-0.46,-3.01,-0.92,-0.32
10.5,0.61,0.68,-3.46,-0.44,-1.42
11.35,3.21,1.26,-4.03,-1.09,-1.96
14.07,3.7,-0.9,-4.3,-1.83,-1.77
17.29,4.13,-2.08,-4.37,-1.33,-1.85
18.96,5.72,-1.55,-4.37,-0.27,-2.78
19.61,6.7,0.08,-4.37,0.64,-2.27
19.61,4.39,1.32,-4.37,0.69,-1.38
19.42,1.02,0.85,-4.37,0.2,-1.49
19.44,-1.35,-0.39,-4.37,-0.18,-2.62
19.61,-2.39,-1.98,-4.37,-0.16,-3.16
19.53,-2.83,-2.41,-4.37,0.4,-3.19
17.9,-4.62,-2.38,-4.37,1.27,-3.26
14.99,-8.1,-2.52,-4.37,1.94,-3.63
10.2,-11.42,-2.86,-4.37,2.45,-4.07
2.5,-13.19,-2.39,-4.37,2.65,-4.36
-8.44,-13.04,-3.3,-4.37,2.04,-4.37
-18.27,-16.07,-3.92,-4.37,2.84,-4.17
-19.61,-14.82,4.91,-4.37,4.37,-4.11
