ax,ay,az,gx,gy,gz
15.37,-1.85,1.43,-4.37,-2.67,-2.59
19.08,0.37,0.9,-4.37,-1.29,-3.58
19.61,1.84,-0.93,-4.37,-0.7,-3.29
19.61,3.52,-0.35,-4.37,-0.43,-2.99
19.61,3.35,-0.57,-4.37,-0.0,-3.68
19.61,2.27,-3.34,-4.37,0.33,-4.29
19.61,1.45,-3.7,-4.37,1.5,-4.37
17.58,1.69,-1.41,-4.37,3.07,-4.37
11.42,1.47,0.61,-4.37,4.08,-4.37
2.78,-4.03,2.9,-4.37,3.15,-3.81
-6.97,-12.82,3.1,-4.31,2.01,-4.18
-14.76,-13.1,1.46,-3.58,0.89,-4.37
-18.34,-16.33,1.53,-4.04,0.99,-4.18
-19.61,-17.65,3.51,-4.31,3.0,-4.1
-19.61,-15.76,12.67,-4.34,4.37,-4.37
-19.61,-9.38,15.14,-1.94,4.37,-4.37
-19.61,9.76,14.69,0.41,3.7,-4.37
-13.97,17.03,12.28,0.62,1.12,-2.56
-6.56,18.24,10.8,0.14,-1.33,0.5
-4.76,5.63,6.1,-0.49,-3.14,2.5
