ax,ay,az,gx,gy,gz
4.56,1.47,-6.69,1.25,1.33,0.96
6.59,0.68,-7.96,1.83,3.64,0.29
3.33,5.62,-6.48,1.05,3.95,0.0
3.9,4.41,-4.49,-0.07,2.67,0.43
5.34,2.0,-3.8,-0.42,2.28,0.16
5.18,1.67,-2.49,-0.25,2.59,0.05
4.55,1.81,-0.23,0.04,2.48,0.02
4.49,2.89,2.57,-0.03,1.9,-0.04
5.19,3.12,4.68,-0.22,1.06,-0.11
5.32,3.28,5.83,-0.35,0.15,-0.38
5.47,5.15,7.17,-0.89,-1.09,-0.9
7.11,6.73,8.24,-1.74,-2.24,-1.24
7.52,7.63,7.46,-2.81,-3.51,-1.22
10.58,7.8,6.11,-3.87,-4.26,-0.95
12.51,8.37,5.41,-4.37,-4.37,-0.83
13.87,9.4,5.07,-4.37,-4.37,-1.08
13.65,9.95,4.2,-4.37,-4.37,-1.31
13.46,7.66,-0.01,-4.37,-4.37,-1.22
13.02,4.02,-3.28,-4.37,-4.37,-1.28
14.79,5.42,-4.73,-4.37,-4.37,-1.26
