ax,ay,az,gx,gy,gz
10.61,4.67,1.69,-1.18,-0.29,-0.69
12.1,3.25,1.94,-2.35,0.2,-1.31
14.66,2.54,2.42,-3.66,0.32,-2.52
17.16,1.89,1.29,-4.27,0.3,-3.35
19.36,3.77,2.31,-4.37,1.25,-3.28
19.61,5.42,3.11,-4.37,2.2,-3.45
19.61,4.79,2.34,-4.37,2.73,-3.31
19.61,3.86,2.88,-4.37,3.19,-2.88
19.61,3.61,5.33,-4.37,1.55,-0.76
19.61,1.43,3.17,-4.37,0.6,-0.8
14.56,2.46,0.05,-3.51,0.57,-1.24
10.87,0.99,-4.02,-4.34,1.93,-2.4
2.73,-0.58,-2.34,-4.37,3.23,-2.82
-3.88,-5.01,-0.95,-3.95,2.59,-3.13
-6.48,-8.49,-2.36,-2.7,2.52,-3.35
-15.22,-11.31,-3.75,-2.38,3.85,-4.37
-19.61,-10.52,-1.21,-2.56,3.77,-4.37
-19.61,-12.45,2.75,-3.51,2.98,-4.37
-19.61,-3.5,19.61,-4.37,1.46,-4.37
