ax,ay,az,gx,gy,gz
8.63,-0.5,-0.61,2.67,0.55,-0.33
10.91,0.96,0.64,-0.04,-0.89,-0.01
17.09,-4.5,-3.39,-3.02,0.48,0.22
16.58,-11.65,-5.2,-4.37,2.15,0.26
19.61,-18.51,-10.28,-4.37,4.37,-1.41
19.61,-19.61,-13.09,-4.37,4.37,-2.75
19.61,-19.61,-13.47,-4.37,4.37,-4.37
17.09,-16.21,-12.25,-4.37,4.37,-4.37
11.43,-10.48,-13.58,-4.37,4.37,-4.37
-2.7,-12.69,-6.96,-4.37,4.37,-4.37
-17.43,-13.85,-7.93,-4.37,4.37,-4.37
-19.61,-16.96,-3.54,-4.37,4.37,-4.37
-19.61,-15.14,2.79,-4.37,4.37,-4.37
-19.61,-12.72,8.12,-4.37,4.37,-3.3
-19.61,-12.08,13.82,-4.37,3.28,-2.41
-19.61,-11.33,19.61,-4.37,0.76,-2.24
-15.54,-5.41,12.88,-0.53,-3.0,-1.67
-13.28,-0.6,6.76,3.7,-4.37,0.3
-13.25,1.28,2.98,4.37,-4.37,2.97
