ax,ay,az,gx,gy,gz
16.19,-5.52,4.21,-4.37,-1.92,-0.52
19.61,-14.44,-4.07,-4.37,-1.07,-0.96
19.61,-19.61,-12.09,-4.37,1.88,-2.4
19.61,-19.61,-13.31,-4.37,4.37,-4.18
18.81,-19.61,-13.83,-4.37,4.37,-4.37
2.08,-13.95,-9.5,-4.37,4.37,-4.37
-14.4,-12.94,-4.62,-4.37,4.37,-4.37
-19.61,-16.45,-1.42,-4.37,4.37,-4.37
-19.61,-15.62,11.53,-4.37,4.37,-3.5
-19.61,-16.09,19.61,-4.37,4.37,-2.78
-19.61,-10.49,19.61,-2.31,4.37,-1.61
-19.61,-0.97,19.61,2.42,-1.05,-0.12
-16.85,7.41,7.88,4.13,-4.14,2.17
-13.69,5.42,5.02,4.37,-4.37,4.15
-13.84,1.1,3.28,4.37,-4.29,4.37
-13.18,0.08,4.45,4.37,-3.43,4.37
-12.57,-1.58,5.39,4.37,-3.28,4.37
-9.48,-1.7,6.4,4.37,-3.44,4.37
-5.69,-2.32,6.53,4.37,-3.5,4.37
-2.17,-1.3,6.37,4.37,-3.22,4.37
