ax,ay,az,gx,gy,gz
6.42,3.43,5.87,-1.09,-1.76,0.28
8.39,1.05,2.67,-0.9,-1.91,0.46
11.92,-0.27,3.38,-0.59,-0.06,-0.75
8.72,3.11,5.68,-1.18,-0.2,-1.51
9.71,3.54,6.59,-2.48,-1.75,-1.51
12.03,2.91,6.76,-3.63,-2.69,-1.88
13.1,2.44,7.44,-4.37,-3.07,-2.96
14.72,1.58,5.77,-4.37,-3.37,-4.3
17.38,4.16,5.85,-4.37,-2.96,-4.37
16.82,7.21,8.32,-4.37,-2.62,-4.37
16.02,6.9,8.61,-4.37,-2.96,-4.37
15.6,4.49,6.49,-4.37,-3.53,-4.37
11.15,3.03,3.6,-4.37,-3.93,-4.37
9.39,1.87,1.68,-4.37,-3.2,-4.37
5.96,0.51,0.55,-4.37,-1.84,-4.37
-0.33,-4.48,1.3,-4.37,-1.06,-4.37
-8.08,-10.19,1.07,-4.37,-0.07,-4.37
-15.02,-18.76,2.56,-4.37,2.16,-4.37
-19.61,-18.81,9.92,-4.37,4.37,-4.37
-19.61,-16.73,19.31,-4.37,4.37,-4.37
