ax,ay,az,gx,gy,gz
19.61,-2.95,-10.39,3.74,0.39,-1.46
3.84,2.89,2.88,1.68,0.05,-0.56
15.28,-2.57,-1.83,-2.08,0.02,-0.36
17.95,-11.02,-3.16,-4.37,2.49,-0.44
18.32,-16.67,-4.64,-4.37,4.0,-1.81
18.78,-19.61,-5.6,-4.37,4.37,-2.87
19.35,-17.69,-5.78,-4.37,4.37,-4.16
19.17,-11.97,-13.13,-4.37,4.37,-4.37
18.38,-11.46,-6.28,-4.37,4.37,-4.37
7.22,-6.2,-3.88,-4.37,4.37,-4.37
0.33,-8.22,-6.07,-4.37,4.37,-4.37
-8.98,-11.26,-6.54,-4.37,4.37,-4.08
-19.61,-11.28,-6.13,-4.37,4.37,-4.37
-19.61,-10.2,-0.28,-4.37,4.37,-4.37
-19.61,-14.17,10.64,-4.37,4.37,-3.64
-19.61,-19.61,19.61,-4.37,4.37,-2.25
-17.19,-13.42,16.91,1.12,0.48,-3.0
-12.47,3.05,8.41,4.37,-2.92,-1.96
-10.87,13.86,1.2,4.37,-4.37,0.59
