ax,ay,az,gx,gy,gz
10.02,2.18,0.52,0.16,1.18,-0.76
9.47,6.94,4.56,-2.73,0.09,-2.51
11.23,11.85,6.17,-4.37,-1.28,-3.7
12.57,10.26,5.82,-4.37,-1.98,-4.11
14.14,6.42,5.82,-4.37,-2.09,-3.67
15.97,4.66,7.45,-4.37,-1.74,-3.31
17.73,4.36,7.83,-4.37,-1.38,-4.3
19.61,3.83,6.4,-4.37,-1.1,-4.37
19.61,4.65,5.33,-4.37,-0.76,-4.37
18.42,5.38,4.94,-4.37,-0.52,-4.37
13.81,4.14,4.03,-4.37,-0.5,-4.37
7.78,-1.0,1.13,-4.37,-0.69,-4.37
-0.88,-8.08,-1.32,-4.37,-1.07,-4.1
-11.48,-13.9,-4.07,-3.88,-1.03,-4.28
-19.61,-15.67,-4.17,-4.24,0.4,-4.36
-19.61,-18.28,-0.5,-4.37,3.42,-3.98
-19.61,-15.69,9.56,-4.37,4.37,-4.37
-19.61,-8.01,17.17,-4.3,4.37,-4.37
-19.61,7.08,19.61,-2.92,2.68,-4.24
-18.24,19.58,19.28,-1.81,-1.1,-2.03
