time,ax,ay,az,gx,gy,gz,label
1769500418.639719,7.43,5.19,-2.51,-0.52,0.07,0.04,5
1769500418.642498,7.24,5.18,-2.38,-0.54,0.07,0.03,5
1769500418.645234,7.09,5.06,-2.33,-0.55,0.05,0.02,5
1769500418.6480372,7.01,4.97,-2.31,-0.57,0.03,0.01,5
1769500418.650746,6.94,4.89,-2.32,-0.58,0.01,-0.0,5
1769500418.656157,6.94,4.7,-2.37,-0.59,-0.02,-0.01,5
1769500418.6590662,6.95,4.56,-2.4,-0.57,-0.05,-0.03,5
1769500418.661835,7.01,4.4,-2.5,-0.56,-0.07,-0.05,5
1769500418.6645288,7.13,4.39,-2.55,-0.54,-0.08,-0.07,5
1769500418.667374,7.22,4.37,-2.78,-0.5,-0.09,-0.09,5
1769500418.670164,7.28,4.37,-2.76,-0.47,-0.08,-0.09,5
1769500418.672918,7.4,4.43,-2.98,-0.42,-0.07,-0.1,5
1769500418.675661,7.54,4.5,-3.02,-0.37,-0.06,-0.1,5
1769500418.681067,7.66,4.53,-3.11,-0.32,-0.03,-0.1,5
1769500418.683881,7.7,4.58,-3.22,-0.26,0.0,-0.09,5
1769500418.686613,7.74,4.62,-3.24,-0.21,0.05,-0.08,5
1769500418.689428,7.88,4.79,-3.42,-0.16,0.08,-0.08,5
1769500418.69213,8.0,4.89,-3.41,-0.1,0.14,-0.08,5
1769500418.695018,8.13,5.05,-3.52,-0.06,0.19,-0.08,5
1769500418.697741,8.18,5.16,-3.4,-0.01,0.24,-0.08,5
1769500418.700446,8.23,5.22,-3.46,0.03,0.29,-0.08,5
1769500418.703282,8.12,5.28,-3.43,0.08,0.33,-0.08,5
1769500418.705994,8.03,5.28,-3.38,0.11,0.37,-0.09,5
1769500418.708767,7.97,5.34,-3.35,0.15,0.41,-0.09,5
1769500418.7115672,7.93,5.45,-3.15,0.16,0.43,-0.09,5
1769500418.714335,7.87,5.55,-2.9,0.16,0.45,-0.1,5
1769500418.719768,7.74,5.56,-2.66,0.14,0.46,-0.11,5
1769500418.7225878,7.68,5.7,-2.45,0.11,0.45,-0.12,5
1769500418.7252932,7.62,5.81,-2.21,0.07,0.45,-0.12,5
1769500418.728022,7.58,5.78,-2.05,0.01,0.42,-0.13,5
1769500418.730879,7.45,5.79,-1.88,-0.06,0.39,-0.13,5
1769500418.73363,7.45,5.72,-1.64,-0.13,0.35,-0.13,5
1769500418.736414,7.56,5.58,-1.46,-0.19,0.31,-0.13,5
1769500418.7391338,7.72,5.37,-1.27,-0.26,0.27,-0.11,5
1769500418.741915,7.88,5.07,-1.08,-0.32,0.23,-0.1,5
1769500418.744653,8.09,4.75,-1.08,-0.37,0.21,-0.09,5
1769500418.747466,8.21,4.57,-0.96,-0.42,0.19,-0.08,5
1769500418.7502909,8.35,4.31,-0.75,-0.46,0.17,-0.06,5
1769500418.755649,8.54,4.14,-0.45,-0.51,0.16,-0.05,5
1769500418.75842,8.62,3.98,-0.19,-0.57,0.15,-0.04,5
1769500418.7612228,8.6,3.7,0.18,-0.62,0.12,-0.04,5
1769500418.763977,8.42,3.51,0.75,-0.65,0.08,-0.04,5
1769500418.766763,8.37,3.14,0.97,-0.7,0.07,-0.03,5
1769500418.7694132,8.5,2.96,1.46,-0.75,0.06,-0.03,5
1769500418.7723148,8.82,2.96,1.94,-0.82,0.05,-0.01,5
1769500418.77497,9.17,2.82,2.27,-0.91,0.05,-0.0,5
1769500418.777786,9.54,2.66,2.82,-1.02,0.04,0.02,5
1769500418.780523,9.8,2.53,3.25,-1.16,0.06,0.03,5
1769500418.7833369,9.99,2.34,3.65,-1.34,0.08,0.02,5
1769500418.786059,10.0,1.89,3.87,-1.53,0.11,0.01,5
1769500418.7888908,10.02,1.26,4.0,-1.73,0.14,-0.02,5
1769500418.79171,10.42,0.95,4.51,-1.91,0.21,-0.05,5
1769500418.794474,10.45,0.12,4.64,-2.08,0.28,-0.08,5
1769500418.7999418,10.58,-1.01,4.96,-2.17,0.35,-0.08,5
1769500418.802621,10.64,-1.91,5.18,-2.19,0.4,-0.08,5
1769500418.805584,10.74,-3.47,5.58,-2.11,0.44,-0.09,5
1769500418.810872,10.83,-4.78,5.92,-1.99,0.47,-0.08,5
1769500418.815546,10.88,-5.54,6.37,-1.85,0.48,-0.09,5
1769500418.818045,10.99,-5.69,7.43,-1.36,0.47,-0.42,5
1769500418.8209422,11.15,-5.66,7.86,-1.3,0.48,-0.52,5
1769500418.823717,11.59,-5.45,8.17,-1.28,0.49,-0.62,5
1769500418.826464,12.16,-4.98,8.58,-1.28,0.51,-0.69,5
1769500418.829254,12.71,-4.39,9.06,-1.31,0.52,-0.75,5
1769500418.832153,13.19,-3.95,9.31,-1.38,0.53,-0.78,5
1769500418.837543,13.52,-3.79,9.45,-1.47,0.54,-0.79,5
1769500418.840249,14.01,-3.49,9.7,-1.59,0.55,-0.79,5
1769500418.8429492,14.48,-3.06,9.94,-1.75,0.56,-0.78,5
1769500418.845779,14.99,-2.67,10.14,-1.91,0.56,-0.74,5
1769500418.8485389,15.51,-2.31,10.19,-2.11,0.56,-0.68,5
1769500418.851407,16.03,-2.07,10.14,-2.33,0.56,-0.61,5
1769500418.854125,16.44,-1.98,9.87,-2.57,0.55,-0.55,5
1769500418.8570151,16.64,-1.97,9.78,-2.81,0.53,-0.49,5
1769500418.862327,17.0,-1.92,9.29,-3.05,0.51,-0.44,5
1769500418.865116,17.42,-1.95,8.63,-3.28,0.5,-0.39,5
1769500418.867892,17.68,-2.23,8.16,-3.48,0.49,-0.35,5
1769500418.870637,18.08,-2.69,7.37,-3.64,0.5,-0.32,5
1769500418.8735,18.58,-3.13,6.51,-3.75,0.53,-0.3,5
1769500418.87627,19.28,-3.54,5.77,-3.83,0.56,-0.28,5
1769500418.879038,19.61,-3.63,4.99,-3.87,0.63,-0.25,5
1769500418.8819451,19.61,-3.71,4.43,-3.86,0.72,-0.23,5
1769500418.887167,19.61,-3.85,3.58,-3.79,0.85,-0.19,5
1769500418.8899908,19.61,-4.02,2.61,-3.69,1.02,-0.16,5
1769500418.892664,19.61,-4.1,1.75,-3.54,1.22,-0.11,5
1769500418.8955488,19.61,-3.97,0.89,-3.36,1.46,-0.06,5
1769500418.898329,19.61,-3.44,0.2,-3.18,1.73,-0.02,5
1769500418.90098,19.61,-2.63,-0.49,-3.0,2.02,0.01,5
1769500418.903882,19.61,-1.66,-1.19,-2.82,2.34,0.03,5
1769500418.906576,19.61,-0.65,-2.02,-2.65,2.72,0.03,5
1769500418.912151,19.61,0.56,-2.71,-2.49,3.12,0.04,5
1769500418.914827,19.61,1.51,-2.99,-2.35,3.52,0.05,5
1769500418.917585,19.61,2.93,-3.35,-2.21,3.93,0.07,5
1769500418.920246,19.61,4.35,-3.88,-2.07,4.31,0.08,5
1769500418.9232168,19.61,5.88,-4.53,-1.91,4.37,0.06,5
1769500418.925893,19.61,7.43,-4.99,-1.75,4.37,0.02,5
1769500418.928986,19.61,9.11,-5.33,-1.57,4.37,-0.03,5
1769500418.9333508,19.61,10.88,-5.59,-1.42,4.37,-0.12,5
1769500418.936057,19.61,19.61,-8.03,-1.29,4.37,-0.86,5
1769500418.9414709,19.61,19.61,-8.37,-1.39,4.37,-1.02,5
1769500418.944286,19.61,19.61,-9.31,-1.47,4.37,-1.05,5
1769500418.947274,19.61,19.61,-9.65,-1.58,4.37,-1.07,5
1769500418.949871,19.61,19.61,-10.89,-1.65,4.37,-1.01,5
1769500418.952797,19.61,19.61,-12.23,-1.71,4.37,-0.95,5
1769500418.9580271,19.61,19.61,-13.86,-1.73,4.37,-0.86,5
1769500418.960889,19.61,19.61,-15.73,-1.68,4.37,-0.79,5
1769500418.963671,19.61,19.61,-18.31,-1.52,4.37,-0.7,5
1769500418.966292,19.61,19.61,-19.61,-1.27,4.37,-0.61,5
1769500418.969449,19.61,19.61,-19.61,-0.96,4.37,-0.46,5
1769500418.9719648,19.61,19.61,-19.61,-0.64,4.37,-0.26,5
