time,ax,ay,az,gx,gy,gz,label
1769507134.4033432,-7.13,-1.06,0.85,-0.45,0.2,0.95,9
1769507134.406089,-6.92,-0.98,0.72,-0.42,0.16,0.95,9
1769507134.408777,-6.79,-1.07,0.61,-0.39,0.13,0.96,9
1769507134.411602,-6.61,-1.19,0.42,-0.35,0.09,0.96,9
1769507134.416992,-6.44,-1.5,0.39,-0.29,0.07,0.96,9
1769507134.419862,-6.22,-1.75,0.32,-0.22,0.06,0.97,9
1769507134.422591,-5.97,-2.06,0.27,-0.14,0.07,0.98,9
1769507134.425504,-5.67,-2.32,0.2,-0.04,0.08,0.99,9
1769507134.4280908,-5.55,-2.5,0.17,0.06,0.11,0.99,9
1769507134.4308422,-5.43,-2.65,0.23,0.18,0.14,1.0,9
1769507134.433513,-5.31,-2.68,0.22,0.32,0.19,1.01,9
1769507134.43646,-5.03,-2.73,0.36,0.44,0.27,1.0,9
1769507134.439132,-4.49,-2.81,0.63,0.56,0.4,1.0,9
1769507134.44191,-4.44,-3.09,0.06,0.68,0.46,1.04,9
1769507134.4446442,-4.43,-3.3,-0.29,0.85,0.57,1.05,9
1769507134.447432,-4.2,-3.44,-0.28,1.05,0.76,1.05,9
1769507134.450103,-3.53,-3.56,0.3,1.25,0.78,0.97,9
1769507134.4530208,-3.38,-3.75,0.63,1.42,0.75,0.89,9
1769507134.458412,-3.06,-4.02,1.26,1.53,0.78,0.84,9
1769507134.461121,-2.64,-4.02,1.36,1.63,0.81,0.81,9
1769507134.4638422,-2.3,-4.19,0.8,1.78,0.88,0.81,9
1769507134.4666948,-1.89,-4.38,0.87,1.97,0.94,0.81,9
1769507134.469526,-1.55,-5.62,1.18,2.15,1.01,0.81,9
1769507134.472286,-0.95,-5.3,0.84,2.3,0.98,0.86,9
1769507134.475005,-0.99,-5.74,1.58,2.42,0.98,0.93,9
1769507134.480444,-1.09,-6.01,1.81,2.54,1.02,1.04,9
1769507134.483196,-0.93,-6.52,1.72,2.63,1.11,1.17,9
1769507134.486045,-0.56,-6.86,1.4,2.77,1.14,1.32,9
1769507134.4888508,-0.24,-6.91,1.79,2.92,1.1,1.46,9
1769507134.491516,-0.44,-7.25,2.69,2.99,1.04,1.58,9
1769507134.494407,-0.74,-7.06,2.52,3.0,1.05,1.69,9
1769507134.497087,-0.93,-6.66,1.92,3.02,1.11,1.81,9
1769507134.499838,-1.17,-6.46,2.14,3.01,1.22,1.92,9
1769507134.502666,-1.27,-6.04,2.37,2.95,1.33,2.03,9
1769507134.505425,-1.65,-5.66,2.63,2.85,1.5,2.12,9
1769507134.50817,-0.13,-4.52,2.38,2.81,1.41,2.3,9
1769507134.510862,-1.15,-4.26,2.3,2.69,1.49,2.36,9
1769507134.513679,-1.33,-3.78,2.41,2.59,1.58,2.42,9
1769507134.516463,0.19,-3.95,2.41,2.55,1.55,2.51,9
1769507134.519257,-0.11,-3.52,1.68,2.45,1.39,2.56,9
1769507134.5220962,-0.36,-1.91,1.03,2.27,1.47,2.56,9
1769507134.527339,-0.2,-2.88,3.07,2.38,1.65,2.66,9
1769507134.530449,0.28,-3.79,3.42,2.33,1.74,2.73,9
1769507134.532955,2.25,-7.42,4.7,2.5,1.66,2.63,9
1769507134.535784,2.58,-8.2,4.09,2.52,1.34,2.63,9
1769507134.5384572,1.67,-6.52,3.01,2.51,1.03,2.7,9
1769507134.54125,2.26,-5.38,4.12,2.54,0.85,2.77,9
1769507134.543893,0.58,-5.83,3.52,2.58,0.84,2.76,9
1769507134.546697,2.55,-5.68,4.03,2.58,0.76,2.96,9
1769507134.549521,1.96,-6.88,3.91,2.55,0.82,3.1,9
1769507134.552323,3.09,-6.94,3.71,2.55,0.88,3.23,9
1769507134.555182,1.03,-6.95,3.13,2.56,1.18,3.34,9
1769507134.55777,1.07,-6.0,2.64,2.52,1.91,3.59,9
1769507134.56053,0.96,-5.32,2.06,2.54,1.9,3.73,9
1769507134.563312,0.75,-5.13,1.95,2.57,1.84,3.78,9
1769507134.566077,0.23,-4.54,1.42,2.57,1.91,3.88,9
1769507134.568904,-0.27,-4.04,1.27,2.53,1.88,3.98,9
1769507134.571667,-1.32,-4.17,1.13,2.48,1.9,4.02,9
1769507134.5744529,-0.28,-3.07,0.87,2.44,1.56,4.12,9
1769507134.5771189,-1.95,-2.43,0.83,2.39,1.45,4.12,9
1769507134.5800378,-1.47,-1.28,1.2,2.43,1.31,4.16,9
1769507134.582697,-1.33,-1.46,1.01,2.45,1.04,4.18,9
1769507134.585535,-1.52,0.02,0.16,2.47,0.85,4.11,9
1769507134.588285,-3.09,2.01,-13.52,3.32,1.76,4.17,9
1769507134.593651,-3.79,4.23,-19.61,4.37,2.32,4.02,9
1769507134.596429,-0.61,4.61,-8.19,4.37,1.99,4.37,9
1769507134.599205,-2.23,4.38,0.41,3.75,1.65,4.37,9
1769507134.6018932,-7.09,10.82,-6.06,3.29,2.03,4.37,9
1769507134.604779,-4.52,9.54,-7.73,2.71,2.91,4.37,9
1769507134.60746,-5.12,9.92,-7.97,2.97,1.61,4.37,9
1769507134.610246,-7.1,9.89,-9.46,2.89,1.7,4.37,9
1769507134.612926,-7.7,11.48,-8.57,2.67,1.93,4.37,9
1769507134.61571,-7.79,12.51,-9.85,2.59,1.93,4.37,9
1769507134.6192122,-9.26,14.01,-11.4,2.54,1.97,4.37,9
1769507134.621318,-10.82,14.83,-12.25,2.47,2.03,4.37,9
