time,ax,ay,az,gx,gy,gz,label
1769507434.17822,-6.98,2.43,3.77,-0.96,0.33,0.69,9
1769507434.180895,-6.88,2.13,3.79,-0.9,0.35,0.7,9
1769507434.183687,-6.75,2.02,3.84,-0.83,0.35,0.71,9
1769507434.186419,-6.78,1.87,3.73,-0.75,0.36,0.72,9
1769507434.1891851,-6.81,1.74,3.6,-0.68,0.37,0.74,9
1769507434.191985,-6.92,1.66,3.49,-0.62,0.37,0.75,9
1769507434.1946208,-6.95,1.7,3.44,-0.55,0.4,0.74,9
1769507434.20023,-6.63,1.82,3.53,-0.51,0.43,0.75,9
1769507434.202914,-6.27,1.53,3.46,-0.48,0.47,0.78,9
1769507434.205732,-6.0,1.51,3.3,-0.45,0.47,0.85,9
1769507434.208451,-5.81,1.4,3.02,-0.39,0.44,0.94,9
1769507434.211127,-6.0,1.22,2.98,-0.33,0.42,1.01,9
1769507434.213978,-6.17,1.16,2.98,-0.29,0.42,1.06,9
1769507434.216783,-6.37,1.15,2.88,-0.26,0.41,1.1,9
1769507434.219581,-6.43,1.12,2.7,-0.23,0.4,1.14,9
1769507434.2222788,-6.4,1.12,2.62,-0.21,0.38,1.17,9
1769507434.225072,-6.33,0.98,2.58,-0.2,0.37,1.22,9
1769507434.227757,-6.22,0.93,2.57,-0.19,0.38,1.26,9
1769507434.230625,-6.03,0.79,2.56,-0.19,0.4,1.29,9
1769507434.2333288,-5.82,0.66,2.56,-0.17,0.42,1.31,9
1769507434.236117,-5.53,0.54,2.56,-0.15,0.43,1.34,9
1769507434.2388768,-5.35,0.29,2.54,-0.13,0.44,1.37,9
1769507434.244236,-5.36,-0.01,2.54,-0.1,0.47,1.39,9
1769507434.247152,-5.15,-0.27,2.56,-0.06,0.5,1.42,9
1769507434.249896,-5.08,-0.47,2.52,0.0,0.52,1.43,9
1769507434.252626,-5.06,-0.92,2.53,0.07,0.53,1.45,9
1769507434.255451,-5.13,-1.47,2.49,0.15,0.54,1.46,9
1769507434.258144,-5.09,-1.91,2.48,0.28,0.54,1.46,9
1769507434.2608728,-5.15,-2.3,2.37,0.44,0.52,1.43,9
1769507434.263653,-5.13,-2.6,2.33,0.61,0.52,1.41,9
1769507434.266502,-6.12,-3.39,2.04,0.81,0.41,1.27,9
1769507434.269233,-6.57,-3.62,2.75,0.99,0.48,1.1,9
1769507434.2719831,-6.44,-3.89,3.4,1.06,0.43,0.94,9
1769507434.2747562,-5.33,-4.0,2.14,1.2,0.51,0.89,9
1769507434.277478,-4.92,-4.13,1.09,1.47,0.45,0.84,9
1769507434.280268,-4.78,-4.42,1.36,1.73,0.42,0.76,9
1769507434.283052,-4.5,-4.98,2.45,1.9,0.41,0.71,9
1769507434.285834,-4.78,-5.52,3.31,1.95,0.36,0.61,9
1769507434.291254,-4.39,-5.38,2.93,2.0,0.33,0.7,9
1769507434.2939909,-5.06,-7.48,-1.29,2.13,-0.02,1.56,9
1769507434.29681,3.39,-4.42,0.71,2.36,0.52,1.81,9
1769507434.29952,-1.37,-5.09,2.97,2.46,0.54,1.87,9
1769507434.302335,-2.82,-5.14,2.9,2.52,0.44,1.79,9
1769507434.3051362,-2.25,-5.15,2.74,2.54,0.47,1.72,9
1769507434.3078752,-1.81,-5.27,2.58,2.58,0.5,1.67,9
1769507434.310602,-1.0,-5.39,2.39,2.61,0.53,1.67,9
1769507434.313346,-0.52,-5.44,2.72,2.66,0.57,1.67,9
1769507434.3160949,-0.36,-5.46,2.77,2.69,0.57,1.66,9
1769507434.318879,-0.45,-5.33,2.67,2.68,0.56,1.62,9
1769507434.3216588,-0.55,-4.97,2.48,2.66,0.51,1.6,9
1769507434.3244102,-0.67,-4.76,2.38,2.66,0.54,1.61,9
1769507434.327306,-0.77,-4.54,2.27,2.69,0.56,1.62,9
1769507434.332705,-0.22,-4.94,2.09,2.71,0.54,1.64,9
1769507434.335407,0.12,-5.27,2.82,2.65,0.56,1.73,9
1769507434.33825,0.23,-5.89,2.98,2.63,0.46,1.79,9
1769507434.340951,0.22,-6.88,2.77,2.62,0.45,1.82,9
1769507434.343677,0.17,-7.08,2.78,2.64,0.39,1.85,9
1769507434.346438,0.16,-7.31,2.75,2.69,0.33,1.89,9
1769507434.349195,0.27,-7.87,2.77,2.75,0.32,1.93,9
1769507434.357385,0.41,-8.54,2.55,2.85,0.27,1.98,9
1769507434.3574898,0.58,-9.13,2.13,2.99,0.24,2.03,9
1769507434.357564,0.71,-9.45,1.71,3.14,0.27,2.09,9
1769507434.3637068,0.92,-9.84,1.33,3.32,0.33,2.14,9
1769507434.363886,1.21,-9.95,1.28,3.51,0.39,2.2,9
1769507434.371818,1.29,-10.13,1.24,3.68,0.47,2.24,9
1769507434.3719082,1.3,-10.18,1.23,3.82,0.6,2.3,9
1769507434.376781,2.43,-9.17,0.9,4.05,0.45,2.42,9
1769507434.376986,1.58,-9.03,0.53,4.28,0.69,2.49,9
1769507434.3795671,1.3,-8.91,-1.96,4.37,1.12,2.61,9
1769507434.3822432,2.08,-8.06,-1.96,4.37,1.17,2.59,9
1769507434.38763,3.12,-13.86,-0.25,4.37,0.93,2.4,9
1769507434.387894,2.55,-11.42,-0.92,4.37,1.23,2.53,9
