time,ax,ay,az,gx,gy,gz,label
1769507363.105389,-8.49,0.68,2.16,0.78,-0.85,0.31,9
1769507363.108128,-8.35,0.33,2.21,0.87,-0.82,0.32,9
1769507363.110846,-8.22,0.07,2.22,0.94,-0.8,0.36,9
1769507363.113621,-8.15,-0.1,2.14,1.01,-0.78,0.39,9
1769507363.116391,-7.96,-0.32,2.09,1.08,-0.76,0.43,9
1769507363.121786,-7.82,-0.6,1.97,1.15,-0.74,0.46,9
1769507363.124526,-7.64,-1.02,1.91,1.25,-0.72,0.49,9
1769507363.127298,-7.55,-1.33,1.92,1.38,-0.68,0.51,9
1769507363.13006,-7.52,-1.92,2.04,1.52,-0.62,0.51,9
1769507363.13282,-7.46,-2.3,1.92,1.7,-0.57,0.48,9
1769507363.135704,-7.34,-2.22,1.71,1.87,-0.56,0.46,9
1769507363.138479,-7.33,-2.13,1.99,2.07,-0.55,0.46,9
1769507363.141255,-7.25,-1.88,2.18,2.22,-0.49,0.46,9
1769507363.143831,-7.12,-1.49,2.07,2.35,-0.47,0.46,9
1769507363.146708,-6.98,-1.11,2.03,2.47,-0.45,0.47,9
1769507363.149489,-6.82,-0.79,2.18,2.57,-0.42,0.46,9
1769507363.15493,-6.71,-0.56,2.21,2.63,-0.39,0.47,9
1769507363.157693,-6.51,-0.17,2.27,2.65,-0.37,0.48,9
1769507363.160452,-6.46,0.12,2.38,2.66,-0.36,0.49,9
1769507363.163209,-6.43,0.26,2.55,2.64,-0.35,0.51,9
1769507363.165967,-6.37,0.24,2.68,2.62,-0.37,0.52,9
1769507363.168759,-6.4,0.13,2.67,2.6,-0.39,0.54,9
1769507363.17163,-6.42,-0.14,2.61,2.57,-0.42,0.56,9
1769507363.1743329,-6.46,-0.49,2.44,2.58,-0.46,0.57,9
1769507363.17697,-6.54,-0.92,2.41,2.63,-0.5,0.55,9
1769507363.1799,-6.55,-1.21,2.41,2.69,-0.54,0.52,9
1769507363.182621,-6.49,-1.78,2.46,2.79,-0.56,0.46,9
1769507363.185385,-6.12,-2.38,2.68,2.91,-0.57,0.39,9
1769507363.190847,-5.7,-2.88,2.85,3.06,-0.62,0.33,9
1769507363.193473,-5.45,-2.96,3.08,3.23,-0.64,0.26,9
1769507363.196316,-5.0,-3.75,3.89,3.43,-0.63,0.12,9
1769507363.1991282,-4.41,-4.66,5.26,3.56,-0.46,-0.04,9
1769507363.201914,-3.76,-5.59,5.58,3.63,-0.45,-0.19,9
1769507363.204806,-3.11,-6.35,5.4,3.72,-0.38,-0.36,9
1769507363.207456,-2.62,-7.72,5.46,3.87,-0.24,-0.47,9
1769507363.2130089,-2.46,-8.13,5.62,4.04,-0.31,-0.64,9
1769507363.2156942,-2.27,-9.28,5.97,4.26,-0.43,-0.89,9
1769507363.218454,16.44,-4.74,9.95,4.37,-1.57,0.16,9
1769507363.22125,6.95,-12.94,6.31,4.37,0.24,0.45,9
1769507363.2240388,2.5,-14.45,6.71,4.37,0.35,0.84,9
1769507363.226758,-0.32,-14.0,7.44,4.37,0.18,0.96,9
1769507363.22956,-2.13,-13.9,7.31,4.37,0.27,0.98,9
1769507363.234986,-2.18,-13.59,6.75,4.37,0.27,1.0,9
1769507363.237825,-2.13,-14.03,6.44,4.37,0.36,1.12,9
1769507363.240544,-1.43,-14.25,6.65,4.37,0.42,1.31,9
1769507363.2432268,-1.24,-13.99,7.26,4.37,0.41,1.54,9
1769507363.24603,-1.31,-13.22,7.06,4.37,0.45,1.78,9
1769507363.248825,-1.37,-12.5,6.34,4.37,0.42,1.98,9
1769507363.2515788,-1.46,-11.5,5.99,4.37,0.49,2.21,9
1769507363.2543712,-1.47,-10.68,5.67,4.37,0.59,2.5,9
1769507363.258474,-1.24,-10.44,5.71,4.37,0.68,2.77,9
1769507363.263892,-0.08,-7.87,4.35,3.95,1.03,4.0,9
1769507363.266706,-0.09,-7.44,3.75,3.74,1.19,4.27,9
1769507363.269473,-0.09,-7.09,3.47,3.53,1.32,4.37,9
1769507363.272171,0.1,-6.79,3.23,3.3,1.43,4.37,9
1769507363.275033,0.1,-6.86,2.55,3.09,1.54,4.37,9
1769507363.277695,-0.17,-6.64,2.11,2.94,1.6,4.37,9
1769507363.28046,-0.42,-6.5,1.48,2.78,1.62,4.37,9
1769507363.283325,-0.93,-6.24,0.81,2.67,1.63,4.37,9
1769507363.286015,-1.5,-5.94,0.47,2.53,1.67,4.37,9
1769507363.288828,-2.02,-5.65,0.29,2.32,1.66,4.37,9
1769507363.2915058,-1.63,-4.66,-0.33,2.1,1.56,4.37,9
1769507363.294324,-3.04,-4.31,-0.45,1.78,1.69,4.37,9
1769507363.297139,-3.61,-3.37,-0.96,1.41,1.89,4.37,9
