ax,ay,az,gx,gy,gz
3.21,10.31,-10.38,0.92,-2.67,-0.39
3.24,9.9,-9.68,1.69,-1.96,-0.1
4.26,11.06,-8.3,1.28,-1.49,0.04
4.89,10.34,-7.85,0.5,-1.07,0.08
5.79,9.38,-8.44,0.28,-1.03,0.32
7.22,8.84,-10.12,0.58,-0.99,0.55
8.34,9.97,-13.05,0.83,-0.52,0.71
9.72,10.95,-16.19,0.82,0.64,0.84
9.13,11.52,-18.47,0.34,2.03,0.95
7.92,12.0,-19.61,-0.43,3.39,0.96
6.08,12.04,-19.61,-0.92,4.27,1.28
4.21,11.85,-19.61,-0.56,4.37,1.64
2.55,13.05,-19.61,0.05,4.37,1.9
0.39,14.91,-19.61,0.44,4.37,2.21
-2.2,16.66,-19.61,0.5,4.37,2.5
-4.56,17.21,-19.05,0.26,4.37,2.69
-5.42,16.85,-17.47,-0.03,4.37,2.62
-5.62,16.21,-15.48,-0.17,4.37,2.88
-5.4,14.89,-13.19,-0.23,4.37,3.04
-4.98,13.58,-10.55,-0.26,4.37,3.16
