ax,ay,az,gx,gy,gz
2.25,3.68,-4.23,0.3,-1.85,0.7
7.24,1.19,-12.45,1.06,0.14,0.55
3.63,2.36,-9.25,1.57,1.64,-0.83
1.14,6.03,-8.55,0.88,0.72,-0.44
4.98,4.69,-10.31,0.44,0.26,-0.35
5.69,5.51,-10.95,0.43,0.62,-0.17
6.49,6.32,-11.38,0.31,0.74,-0.14
7.23,6.75,-12.24,0.07,1.0,-0.12
7.7,7.25,-12.88,-0.23,1.27,-0.05
8.5,7.53,-13.44,-0.53,1.86,-0.15
8.63,8.69,-13.51,-0.9,2.59,-0.25
8.26,8.84,-13.23,-1.15,3.08,0.02
8.0,8.17,-12.56,-1.25,3.31,0.37
7.56,6.88,-12.25,-1.26,3.75,0.46
6.14,6.51,-10.86,-1.2,4.06,0.53
4.67,6.02,-9.54,-1.23,4.14,0.68
2.93,4.66,-7.27,-1.31,4.16,0.85
2.49,3.36,-5.14,-1.26,3.93,0.94
1.43,2.49,-3.04,-1.19,3.71,0.87
0.81,1.97,-1.04,-1.03,3.22,0.81
