ax,ay,az,gx,gy,gz
4.13,2.86,-3.05,0.92,-0.93,0.24
4.91,2.23,-6.41,1.57,0.07,0.05
5.38,3.58,-5.59,1.74,0.64,-0.69
3.89,5.29,-5.21,1.13,0.38,-0.75
4.74,5.83,-6.02,0.44,-0.18,-0.59
6.19,5.63,-7.06,0.33,-0.64,-0.26
8.28,5.93,-8.4,0.7,-0.57,-0.3
8.96,7.95,-10.01,0.63,-0.28,-0.29
10.06,9.5,-11.94,0.06,0.03,-0.13
11.71,10.09,-13.9,-0.36,0.78,-0.04
12.47,10.65,-14.63,-0.52,1.78,0.08
11.2,10.33,-14.88,-0.47,2.63,0.43
9.86,9.63,-14.21,-0.45,3.3,0.71
8.52,9.22,-13.13,-0.68,3.82,0.89
6.41,7.77,-11.4,-0.86,4.18,1.02
4.28,6.51,-9.25,-0.79,4.3,1.2
2.66,4.96,-6.89,-0.74,4.23,1.29
1.22,3.48,-4.64,-0.79,4.12,1.21
0.07,2.41,-2.21,-0.87,3.85,1.08
-0.74,1.31,0.45,-0.79,3.13,0.93
