ax,ay,az,gx,gy,gz
3.43,7.18,0.96,4.28,0.32,0.97
6.24,6.96,2.81,2.38,-1.54,-0.15
9.77,4.49,-0.42,1.01,-1.47,-0.6
11.09,2.93,-0.78,1.33,-1.14,-1.05
13.86,3.72,-1.89,1.89,-0.43,-1.29
16.2,8.61,-0.84,1.67,0.3,-0.97
19.61,11.46,-1.65,1.77,0.77,-0.03
19.61,11.38,-8.19,3.4,1.15,0.93
19.61,19.61,-16.62,4.37,1.83,2.19
19.61,19.61,-19.61,4.37,2.45,4.32
13.62,19.61,-19.51,4.37,3.09,4.37
5.06,14.07,-16.49,2.85,4.37,4.37
-5.39,11.49,-4.55,1.05,4.37,3.94
-15.57,4.26,6.37,0.39,4.37,3.68
-13.15,-2.53,12.94,0.24,3.42,2.46
-8.94,-3.53,13.15,0.61,1.67,1.65
-6.21,-3.25,10.17,0.62,0.49,0.81
-2.32,-1.96,5.4,0.01,-0.43,-0.01
-1.09,-1.86,0.45,-0.29,-0.82,-0.52
