ax,ay,az,gx,gy,gz
15.6,19.61,-12.5,4.37,0.2,1.31
5.47,19.61,-7.56,1.34,2.06,2.4
0.81,-0.7,-5.21,-1.16,3.65,2.53
-1.89,-3.79,1.07,1.39,3.78,1.02
0.24,0.35,3.49,1.29,3.82,0.26
-5.78,3.0,6.24,0.19,2.43,0.7
-0.17,-2.36,2.9,-1.06,0.93,0.57
-0.14,-4.24,0.02,-0.36,0.83,-0.22
4.15,1.07,0.4,-0.07,0.89,-0.55
5.24,4.02,1.05,-0.55,0.34,-0.22
7.48,2.67,-0.72,-0.33,-0.1,-0.05
9.08,2.15,-2.14,-0.02,-0.06,-0.16
9.25,2.65,-2.52,-0.12,0.09,-0.21
9.4,2.86,-1.88,-0.5,0.1,-0.18
9.22,1.74,-1.43,-0.41,-0.07,-0.07
9.6,2.23,-0.97,-0.31,-0.05,-0.15
8.79,2.09,-0.6,-0.33,-0.0,-0.3
7.79,2.69,-0.06,-0.48,0.1,-0.51
5.92,3.04,0.56,-0.91,0.13,-0.78
