ax,ay,az,gx,gy,gz
19.61,9.36,-8.52,4.37,-1.07,1.22
16.18,19.61,-10.82,4.37,0.54,1.76
9.96,18.04,-9.99,2.7,1.78,1.94
2.49,5.93,-9.01,-3.05,3.14,1.39
-1.74,-5.82,-0.51,-1.34,3.85,0.89
-3.85,-2.08,1.79,0.27,3.43,0.52
-5.26,4.04,3.9,-1.84,2.1,0.93
-1.89,-5.13,1.47,-1.71,2.16,1.04
-3.07,-4.08,2.78,-0.56,0.73,0.05
3.3,-1.62,2.33,-0.03,0.19,0.04
5.42,1.7,1.13,0.39,-0.33,0.16
8.01,3.48,0.1,-0.03,-0.67,0.18
12.69,-3.77,-2.75,0.09,-0.34,0.41
11.15,4.98,-2.18,0.18,0.06,0.1
10.67,4.83,-1.39,-0.04,0.39,0.34
10.61,3.61,-0.5,-0.25,0.43,0.43
10.9,2.33,1.01,-0.34,0.47,0.39
10.58,1.77,2.1,-0.27,0.46,0.35
9.81,1.16,2.0,-0.16,0.38,0.19
