ax,ay,az,gx,gy,gz
11.57,7.37,-9.57,0.14,-1.52,0.67
15.04,10.66,-13.71,-0.11,0.47,0.08
16.49,13.15,-15.99,-0.06,2.15,0.57
16.13,17.22,-16.56,-0.86,2.6,0.83
17.17,16.76,-18.84,-1.27,3.29,1.45
12.1,14.66,-18.53,-0.88,4.37,1.9
6.85,11.76,-15.8,-1.01,4.37,2.09
2.5,7.87,-12.44,-1.66,4.37,1.93
-0.02,5.35,-8.46,-1.98,4.37,2.05
-1.24,2.94,-5.3,-2.0,4.37,2.25
-1.62,1.85,-2.57,-1.9,3.83,1.97
-0.54,0.92,-0.94,-1.54,3.31,1.83
0.01,-0.21,-0.24,-0.95,2.75,1.64
-0.21,-0.72,0.34,-0.4,2.08,1.45
1.24,-0.82,0.97,0.08,1.76,1.19
1.95,-0.92,1.19,0.42,1.6,0.88
2.26,-0.29,1.65,0.59,1.56,0.45
2.56,1.17,2.27,0.27,1.3,0.2
3.02,1.2,2.4,-0.28,0.92,0.03
