ax,ay,az,gx,gy,gz
7.44,6.12,-5.35,-0.08,-2.24,0.4
9.67,2.72,-8.82,-0.17,-1.27,-0.06
11.98,6.67,-10.44,0.15,0.25,-0.3
9.24,8.1,-10.5,-0.4,0.59,-0.65
11.95,9.46,-11.91,-1.03,0.73,-0.48
12.67,8.94,-12.63,-0.88,1.35,-0.49
13.26,8.78,-11.57,-0.16,2.07,-0.4
12.49,9.76,-10.22,0.29,2.41,0.05
12.4,10.46,-10.39,-0.05,2.62,0.5
11.51,9.36,-10.37,-1.0,2.6,0.67
10.41,7.63,-10.1,-1.31,2.68,0.85
8.7,5.1,-9.62,-0.92,2.58,1.03
8.05,3.51,-8.2,-0.21,2.48,1.22
5.69,3.89,-7.18,0.06,2.29,1.43
4.76,3.9,-6.1,-0.22,2.38,1.39
4.82,4.39,-4.91,-0.79,2.6,0.99
4.35,3.76,-3.32,-1.33,2.73,0.68
3.29,4.07,-1.43,-1.67,2.35,0.88
2.86,2.28,-0.63,-1.54,1.75,1.02
3.56,0.34,-0.13,-0.63,1.53,0.93
