ax,ay,az,gx,gy,gz
8.37,3.99,-7.01,0.29,-0.5,0.51
8.59,3.24,-3.71,0.88,1.04,-0.25
6.68,5.94,-3.44,0.67,1.31,-0.5
6.17,6.25,-3.35,0.11,0.85,-0.48
6.42,6.25,-3.23,-0.11,0.15,0.07
8.98,5.53,-3.69,0.15,-0.08,0.22
9.46,6.73,-3.7,0.28,0.06,0.23
10.35,8.26,-3.92,-0.05,0.0,0.4
12.42,8.66,-5.11,-0.53,0.17,0.48
13.94,8.17,-6.86,-0.51,0.79,0.39
14.24,8.75,-8.27,-0.23,1.49,0.51
13.01,9.03,-9.19,-0.42,2.06,0.75
11.4,7.96,-8.76,-0.92,2.81,0.74
9.21,6.46,-6.95,-1.42,3.5,0.55
6.55,4.52,-3.77,-1.53,3.71,0.5
4.41,3.27,-1.02,-1.26,3.32,0.68
3.48,1.91,0.84,-0.91,2.82,0.72
3.04,1.47,2.15,-0.6,2.28,0.55
2.76,1.14,3.06,-0.31,1.81,0.49
2.44,1.19,3.91,-0.01,1.31,0.41
