ax,ay,az,gx,gy,gz
-0.19,6.24,-4.55,0.14,-0.41,0.64
0.1,6.2,-4.56,0.23,-0.34,0.41
0.52,6.64,-4.15,0.07,-0.38,0.18
1.05,6.54,-4.1,-0.17,-0.51,0.11
1.07,6.45,-4.51,-0.29,-0.67,0.04
1.12,6.91,-5.54,-0.3,-0.89,-0.11
1.74,7.73,-7.19,-0.07,-0.88,-0.25
2.86,8.78,-8.51,0.21,-0.64,-0.2
3.07,9.84,-9.92,0.21,-0.4,-0.15
3.04,11.18,-11.88,-0.03,-0.03,-0.14
3.59,11.72,-13.45,-0.12,0.64,0.09
2.94,11.72,-14.76,0.04,1.36,0.32
2.26,11.47,-15.64,0.3,1.91,0.4
2.46,11.83,-16.23,0.59,2.43,0.52
2.48,13.32,-16.14,0.46,3.06,0.8
1.96,14.22,-15.53,-0.14,3.71,1.23
1.47,13.45,-14.56,-0.77,4.23,1.62
1.22,12.22,-12.93,-1.0,4.37,1.87
1.05,11.55,-10.66,-0.91,4.37,2.09
-0.01,11.18,-8.59,-0.74,4.37,2.32
