ax,ay,az,gx,gy,gz
19.61,16.4,-12.8,4.37,-3.3,3.25
19.61,19.61,-14.57,4.37,-0.93,3.65
16.1,17.32,-12.31,4.37,1.34,3.25
8.48,11.68,-8.65,2.98,3.04,2.86
4.35,4.9,-4.74,1.5,4.37,1.84
0.18,2.69,1.43,1.49,4.37,1.06
-3.73,5.08,3.89,0.95,4.01,0.97
-1.98,4.59,5.15,0.32,2.37,0.99
0.2,3.1,3.09,-0.02,1.44,1.01
0.16,1.52,1.97,-0.26,1.18,0.84
1.15,0.31,2.45,-0.41,0.62,0.45
1.85,-0.78,1.96,-0.24,0.16,0.19
5.88,0.34,0.51,0.05,0.12,0.01
6.68,1.99,-0.02,0.13,0.24,-0.15
7.67,3.22,-0.26,-0.08,0.18,-0.01
8.69,3.05,-0.64,-0.35,0.12,0.03
9.15,2.35,-0.73,-0.3,0.07,0.14
9.3,1.59,-0.45,-0.11,0.03,0.23
9.19,1.36,0.52,0.0,-0.03,0.24
