ax,ay,az,gx,gy,gz
3.43,10.7,-9.41,0.97,-2.02,0.1
3.22,8.67,-9.54,0.98,-1.5,0.17
3.45,8.26,-8.48,0.95,-1.15,0.07
3.08,8.02,-7.88,0.71,-1.06,0.05
3.29,7.79,-8.04,0.43,-1.03,0.17
3.86,7.56,-8.45,0.32,-0.66,0.21
4.19,7.54,-8.33,0.25,-0.14,0.11
4.17,7.76,-8.07,0.08,0.32,0.03
4.14,7.85,-8.09,-0.14,0.57,0.02
4.13,8.17,-9.19,-0.12,0.7,0.03
3.88,9.26,-10.42,0.17,0.91,0.01
4.86,11.38,-12.09,0.46,1.55,0.11
4.42,12.78,-13.22,0.38,2.19,0.3
3.96,13.53,-13.98,0.04,2.5,0.48
4.55,13.67,-15.12,-0.27,2.74,0.8
4.07,13.53,-16.96,-0.36,3.01,1.1
3.64,13.09,-18.24,-0.14,3.46,1.38
3.09,12.48,-18.3,0.13,4.16,1.75
1.28,11.58,-17.3,0.18,4.37,2.0
-0.85,10.7,-15.12,0.06,4.37,2.14
