ax,ay,az,gx,gy,gz
6.17,2.36,-9.13,2.1,0.03,0.67
4.56,2.04,-6.14,2.61,1.09,-0.65
1.95,6.66,-6.31,1.93,0.99,-0.73
2.75,5.94,-7.2,0.82,0.18,-0.56
4.34,5.22,-7.93,0.68,0.05,-0.39
5.24,5.04,-7.97,1.12,-0.03,-0.03
5.77,6.36,-7.9,0.99,-0.07,0.01
6.19,7.45,-8.36,0.33,-0.41,0.17
8.13,7.97,-9.6,-0.28,-0.6,0.18
10.68,8.05,-12.02,-0.27,0.07,0.12
11.13,8.99,-13.53,0.15,1.3,0.01
9.94,10.85,-13.52,0.08,2.27,0.04
8.94,11.27,-13.16,-0.46,2.8,0.31
8.61,10.68,-13.33,-0.97,3.24,0.6
8.16,8.88,-12.71,-0.94,3.57,0.9
7.36,8.22,-12.3,-0.7,3.71,1.18
5.47,7.54,-11.93,-0.6,3.85,1.39
3.75,6.39,-10.05,-0.73,4.19,1.39
2.07,5.22,-7.51,-1.02,4.31,1.3
1.14,3.82,-4.95,-1.17,4.19,1.29
