ax,ay,az,gx,gy,gz
12.4,2.86,-8.26,0.92,-0.16,-0.04
3.23,5.19,-5.37,0.92,0.66,0.38
10.59,8.25,-5.26,-0.09,0.16,-0.18
9.67,7.57,-5.88,-0.38,0.25,0.04
10.42,7.51,-6.61,-0.38,0.56,-0.07
8.88,7.32,-5.51,-0.69,0.95,-0.2
9.75,5.86,-5.26,-0.77,1.44,-0.76
8.64,8.38,-4.17,-0.55,1.47,-0.43
8.14,9.55,-4.74,-0.65,0.87,0.33
8.92,8.18,-5.45,-0.65,0.72,0.56
8.46,6.88,-6.66,-0.59,0.92,0.58
9.28,6.67,-5.85,-0.49,1.03,0.65
9.74,6.87,-5.53,-0.43,0.87,0.87
9.91,6.67,-5.16,-0.31,0.61,1.06
11.3,5.76,-6.3,-0.11,0.63,1.23
13.38,6.24,-6.39,0.07,1.36,0.96
12.77,7.81,-6.79,-0.21,1.64,0.91
