ax,ay,az,gx,gy,gz
8.63,5.5,-6.04,1.11,-0.58,-0.05
6.79,3.94,-7.56,1.2,-0.28,-0.23
12.48,6.82,-8.46,1.07,0.51,-0.47
10.29,8.25,-8.66,0.16,0.46,-0.49
13.89,7.58,-11.19,-0.2,0.53,-0.49
15.61,7.85,-13.05,0.58,1.48,-0.34
15.46,10.52,-13.23,1.07,2.19,0.09
14.01,13.5,-13.05,0.32,2.66,0.57
12.0,13.62,-12.87,-0.92,3.01,0.98
9.61,11.43,-12.39,-1.54,3.24,1.43
7.65,8.93,-12.67,-1.25,3.36,1.89
4.83,7.34,-12.57,-0.48,3.55,2.2
2.47,6.55,-10.72,-0.02,3.52,2.25
1.02,5.73,-8.86,-0.06,3.36,2.07
0.21,3.83,-7.23,-0.2,3.2,2.02
-0.36,2.88,-6.09,-0.43,3.04,1.61
-1.06,2.64,-4.33,-0.87,2.81,1.19
-1.47,1.72,-3.06,-1.3,2.39,0.88
-1.57,0.78,-2.23,-1.46,1.9,0.63
-1.21,-0.54,-1.09,-1.14,1.47,0.37
