ax,ay,az,gx,gy,gz
4.15,5.97,-9.78,0.39,0.62,-0.55
3.65,6.36,-9.61,0.52,1.2,-0.55
3.77,7.52,-9.78,0.75,0.82,-0.33
5.63,8.65,-11.47,0.89,0.44,0.15
7.14,8.98,-13.87,0.96,0.97,0.4
8.11,10.16,-15.06,0.89,2.14,0.29
7.35,11.39,-15.13,0.26,3.18,0.32
6.28,10.99,-15.41,-0.59,3.91,0.65
5.8,9.25,-15.29,-1.09,4.32,0.99
5.14,7.91,-14.58,-0.92,4.37,1.19
4.01,7.46,-12.98,-0.6,4.37,1.31
3.36,7.23,-11.41,-0.68,4.37,1.4
3.7,7.06,-10.28,-0.86,4.37,1.42
2.46,6.34,-9.17,-0.99,4.37,1.57
1.6,5.19,-7.96,-0.97,4.37,1.64
1.7,4.39,-6.61,-0.77,4.3,1.58
1.52,4.11,-5.42,-0.46,4.14,1.54
0.72,3.93,-3.99,-0.29,3.92,1.47
0.33,3.96,-2.49,-0.39,3.64,1.27
0.45,3.68,-0.94,-0.54,3.35,1.13
