ax,ay,az,gx,gy,gz
17.86,12.59,-15.21,4.37,-0.09,2.04
-0.62,13.86,-5.81,2.84,1.26,2.47
1.04,-1.52,-4.73,-0.8,1.83,1.44
-1.38,-4.5,1.47,0.31,2.1,0.57
-0.11,-0.17,1.65,0.49,1.91,-0.19
0.34,-0.15,2.56,-0.15,2.31,-0.69
-1.86,1.24,3.7,-0.52,1.39,-0.37
2.81,-0.89,1.67,-0.14,0.82,-0.24
5.88,0.25,1.36,0.07,0.6,-0.38
6.73,1.37,1.42,-0.06,0.25,-0.28
7.95,2.04,0.99,-0.15,0.03,-0.15
9.71,2.36,0.46,-0.04,0.0,-0.04
9.83,2.83,0.32,0.21,0.02,0.02
9.62,3.21,0.21,0.27,0.01,0.15
9.39,2.62,0.13,0.03,0.01,0.21
9.12,2.13,0.29,-0.12,-0.01,0.2
8.83,1.54,0.83,-0.27,0.04,0.12
8.3,1.02,1.45,-0.38,0.0,-0.02
7.99,0.56,1.51,-0.38,-0.05,-0.25
