ax,ay,az,gx,gy,gz
5.94,4.54,-3.28,0.56,-1.32,0.2
9.24,0.91,-6.6,1.79,0.74,-0.12
5.97,5.05,-4.61,1.96,1.5,-1.15
4.73,6.87,-2.96,0.82,0.63,-0.78
5.57,6.31,-3.2,-0.12,-0.43,-0.25
8.1,4.59,-3.56,-0.18,-0.57,-0.16
7.83,5.33,-3.42,0.14,-0.6,-0.05
8.13,6.2,-3.3,0.15,-0.71,0.1
9.4,6.27,-3.68,-0.07,-0.83,0.15
10.87,6.06,-5.45,-0.22,-0.6,0.04
11.68,6.46,-6.48,-0.13,-0.16,-0.06
12.22,7.34,-8.02,-0.14,0.17,-0.0
13.48,7.6,-9.84,-0.15,0.7,0.13
13.36,7.82,-11.08,-0.09,1.39,0.21
13.01,7.83,-11.25,-0.11,1.99,0.27
11.97,8.23,-11.02,-0.34,2.62,0.37
10.32,7.54,-9.97,-0.65,3.19,0.42
9.26,7.11,-8.11,-0.88,3.56,0.48
7.99,6.61,-6.83,-0.8,3.56,0.73
5.38,5.34,-5.33,-0.55,3.52,0.98
