ax,ay,az,gx,gy,gz
5.9,5.5,-2.34,0.04,-1.4,0.45
6.99,3.43,-6.76,0.43,-0.92,0.85
6.9,1.7,-3.41,0.55,0.03,-0.45
5.58,3.55,-4.09,0.47,0.35,-0.37
5.43,3.26,-4.52,0.39,-0.08,-0.45
6.27,3.93,-4.87,0.41,-0.52,-0.26
8.15,4.27,-5.52,0.58,-0.65,-0.24
8.84,5.72,-6.43,0.47,-0.45,-0.29
9.41,6.68,-7.4,0.14,-0.48,-0.21
11.67,6.35,-9.48,0.1,-0.26,-0.21
13.4,7.42,-11.49,0.29,0.57,-0.35
13.09,8.77,-11.97,0.3,1.32,-0.31
12.26,9.35,-12.12,-0.07,1.84,-0.12
11.33,8.32,-11.82,-0.54,2.61,-0.03
9.78,7.4,-10.46,-0.81,3.2,0.05
8.62,6.69,-7.98,-0.85,3.45,0.16
7.94,5.72,-6.78,-0.74,3.38,0.36
6.59,5.21,-5.76,-0.65,3.42,0.36
5.04,5.49,-3.92,-0.72,3.48,0.33
4.23,5.3,-2.51,-0.83,3.25,0.44
