ax,ay,az,gx,gy,gz
7.43,6.05,-0.28,0.12,-1.29,0.2
9.79,3.06,-4.96,0.73,-0.16,0.39
10.47,4.21,-2.6,1.44,0.89,-0.61
7.65,7.02,-1.63,1.02,0.67,-0.25
10.25,6.99,-2.6,0.39,0.19,-0.08
12.09,7.17,-3.18,0.09,0.12,0.18
13.93,7.92,-3.39,-0.0,0.31,0.27
15.22,10.16,-3.03,-0.04,0.56,0.54
16.03,10.82,-3.78,-0.17,0.63,1.11
16.57,10.07,-5.5,-0.38,1.08,1.41
15.1,9.01,-6.57,-0.76,2.03,1.42
11.82,7.56,-5.81,-1.0,2.93,1.23
7.92,6.43,-4.61,-0.94,3.21,1.36
5.99,4.94,-3.15,-0.68,3.21,1.14
3.94,3.71,-1.9,-0.41,3.26,1.02
2.07,3.43,-0.44,-0.39,3.14,0.94
0.52,2.48,1.38,-0.47,2.61,0.96
0.34,1.37,2.25,-0.52,1.94,0.88
1.37,0.7,2.86,-0.48,1.61,0.59
1.44,0.62,4.37,-0.36,1.36,0.27
