ax,ay,az,gx,gy,gz
8.27,3.6,-7.17,0.63,-1.14,0.57
8.7,3.06,-8.04,0.74,0.34,0.0
9.79,5.08,-8.68,0.39,0.7,-0.22
9.28,5.78,-7.89,-0.18,0.62,-0.17
11.47,6.01,-9.03,-0.59,0.56,-0.22
13.19,7.03,-10.13,-0.4,1.08,-0.09
13.87,7.48,-10.5,-0.12,1.65,0.06
13.88,8.11,-11.14,-0.03,2.01,0.29
13.87,8.16,-11.62,-0.0,2.32,0.42
12.82,8.69,-11.21,-0.14,2.81,0.62
11.86,8.3,-9.86,-0.54,3.16,0.79
9.84,7.03,-9.34,-0.6,3.04,1.16
7.36,5.14,-8.28,-0.13,2.87,1.5
5.96,4.33,-6.56,0.09,2.98,1.45
5.05,3.84,-4.81,-0.18,3.23,1.15
3.31,2.85,-3.16,-0.47,3.23,0.94
2.35,1.92,-2.04,-0.41,2.85,0.9
1.85,0.95,-1.42,-0.06,2.33,0.99
2.36,1.02,-0.71,0.12,2.15,0.8
2.94,2.02,0.48,-0.26,2.1,0.55
