ax,ay,az,gx,gy,gz
-0.84,6.55,-5.03,1.39,-1.36,0.3
-0.51,6.04,-5.6,0.8,-1.14,-0.09
1.46,6.5,-5.82,0.02,-0.64,-0.28
1.64,6.05,-8.49,-0.71,-1.02,-0.68
5.51,7.73,-9.21,-0.76,-0.73,-0.22
6.56,6.24,-11.7,0.03,0.14,0.01
7.73,8.81,-12.69,0.53,0.85,-0.19
7.51,12.88,-16.62,0.27,1.09,0.31
7.85,13.37,-19.57,-0.25,1.91,0.68
7.38,13.31,-19.61,-0.17,3.43,0.83
6.72,13.87,-19.61,0.18,4.37,1.16
5.42,14.66,-19.61,0.38,4.37,1.46
2.88,15.5,-19.61,0.48,4.37,1.89
0.29,16.29,-19.61,0.45,4.37,2.26
-2.68,16.62,-19.61,0.27,4.37,2.39
-5.7,16.21,-19.61,0.01,4.37,2.51
-8.27,14.94,-19.01,-0.14,4.37,2.66
-10.86,13.28,-16.1,-0.1,4.37,2.88
-11.58,11.5,-12.22,0.03,4.37,2.88
-11.54,10.1,-8.39,0.06,4.37,2.8
