ax,ay,az,gx,gy,gz
0.34,3.3,-0.85,0.22,3.13,1.6
0.38,-1.7,1.43,-0.72,2.93,1.06
0.22,-2.06,2.98,-0.14,2.56,0.47
2.5,0.62,2.4,-0.18,2.49,-0.33
2.88,1.27,0.78,-0.86,2.76,-0.79
1.66,1.32,3.24,-1.21,2.41,-1.2
2.74,1.8,2.44,-1.22,1.65,-0.87
4.83,2.22,0.78,-1.05,0.88,-0.42
6.52,2.84,-0.47,-1.1,0.51,-0.42
7.35,2.39,-1.67,-0.73,0.18,-0.25
9.13,2.49,-2.07,-0.38,0.13,-0.18
9.02,2.15,-1.55,-0.13,-0.09,0.01
10.03,2.03,-1.35,-0.18,-0.13,0.09
10.43,1.97,-0.34,-0.43,-0.02,0.0
10.63,1.53,-0.03,-0.67,0.06,-0.02
10.61,0.96,0.19,-0.6,0.04,-0.15
10.48,1.12,0.25,-0.28,0.0,-0.17
10.28,1.37,-0.04,-0.11,-0.07,-0.2
9.77,1.62,-0.35,-0.08,-0.08,-0.14
