ax,ay,az,gx,gy,gz
5.35,6.48,-3.73,0.18,0.19,0.36
5.51,5.7,-2.0,0.16,-0.31,0.4
5.88,4.41,-4.37,0.62,-0.05,0.31
5.17,5.13,-3.83,1.2,0.13,-0.12
6.68,6.29,-4.89,1.04,0.59,-0.41
6.59,6.72,-5.38,0.77,0.96,-0.39
6.2,6.9,-5.23,0.42,1.04,-0.39
6.58,6.89,-5.5,0.2,0.67,-0.02
8.12,6.78,-6.3,0.22,0.81,-0.05
8.36,7.89,-6.04,0.02,1.03,0.03
8.49,8.26,-6.02,-0.43,1.01,0.29
9.68,7.64,-6.22,-0.72,1.25,0.3
10.21,6.92,-6.3,-0.5,1.74,0.24
9.96,7.1,-6.05,-0.03,2.15,0.25
10.04,7.66,-5.8,0.12,2.57,0.34
9.3,7.5,-5.51,-0.01,2.73,0.36
9.07,6.6,-4.94,-0.12,2.88,0.35
8.92,6.77,-4.73,-0.09,2.92,0.37
8.14,6.8,-4.2,0.02,2.85,0.71
8.34,6.56,-3.91,0.16,2.86,0.87
