ax,ay,az,gx,gy,gz
2.96,6.39,-10.81,1.94,-2.0,-0.56
2.43,6.65,-9.55,2.14,-1.58,-0.57
2.83,8.04,-9.05,1.24,-1.59,-0.65
2.86,7.0,-9.75,0.55,-1.43,-0.55
3.47,5.82,-10.76,0.86,-0.97,-0.53
3.28,6.07,-10.79,1.48,-0.39,-0.51
2.84,7.87,-10.91,1.33,-0.1,-0.4
2.91,9.24,-12.0,0.65,0.22,-0.36
3.8,10.07,-13.3,0.24,0.85,-0.15
3.92,9.68,-14.33,0.22,1.57,-0.06
3.78,9.42,-15.42,0.42,2.25,-0.08
3.72,9.92,-16.8,0.66,2.88,-0.06
3.24,11.4,-17.94,0.48,3.6,0.14
2.24,12.32,-18.57,-0.26,4.28,0.31
1.49,12.12,-18.38,-0.96,4.37,0.42
1.37,11.56,-18.13,-1.1,4.37,0.71
0.42,11.2,-17.23,-0.67,4.37,1.08
-0.53,11.26,-16.28,-0.23,4.37,1.44
-1.28,11.57,-15.3,-0.01,4.37,1.86
-1.66,11.12,-14.01,-0.11,4.37,2.1
