ax,ay,az,gx,gy,gz
19.61,8.05,-6.72,4.37,-2.28,1.21
19.61,19.61,-12.23,4.37,-2.31,1.64
19.61,18.72,-18.7,4.37,-0.01,2.02
17.59,17.36,-18.17,4.37,3.22,2.42
7.88,12.02,-11.98,3.11,4.37,1.99
1.02,7.59,-4.06,1.9,4.37,1.77
-3.21,4.07,1.31,1.49,4.37,1.56
-3.57,4.82,3.78,1.21,3.54,1.61
-1.28,3.27,2.97,0.81,2.27,1.47
-0.88,1.49,2.66,0.68,2.11,1.23
-1.38,0.69,3.54,0.32,1.33,0.82
0.71,-0.28,3.2,0.31,0.44,0.61
3.81,0.26,1.77,0.53,0.23,0.24
5.05,2.17,1.36,0.35,0.26,-0.03
5.3,3.12,0.72,-0.19,0.11,-0.02
6.6,2.36,0.14,-0.39,-0.0,-0.02
8.06,1.96,-0.0,-0.31,0.05,-0.1
8.94,1.98,0.43,-0.06,0.13,-0.08
9.45,2.35,1.2,-0.08,0.16,-0.07
