ax,ay,az,gx,gy,gz
5.14,5.29,-5.4,0.3,-0.74,0.19
7.29,2.6,-4.47,0.33,0.67,-0.32
5.47,5.02,-5.16,0.14,1.02,-0.64
4.4,5.03,-4.41,0.01,0.49,-0.57
5.29,4.92,-4.42,0.28,-0.33,-0.07
7.68,5.05,-4.82,0.65,-0.49,0.07
7.58,6.38,-4.61,0.54,-0.46,0.06
7.8,6.9,-4.92,0.06,-0.78,0.21
9.78,6.75,-6.72,-0.35,-0.9,0.22
11.59,6.3,-8.75,-0.31,-0.34,0.07
12.01,6.67,-10.07,0.02,0.42,-0.13
12.15,7.58,-10.98,0.29,1.14,-0.03
11.11,8.05,-10.8,0.23,1.65,0.08
11.19,7.74,-10.42,-0.16,2.24,0.09
9.99,8.02,-9.13,-0.69,2.69,0.12
8.68,7.07,-7.46,-0.99,2.81,0.34
7.94,5.78,-6.39,-0.76,2.91,0.5
6.65,5.48,-5.14,-0.24,2.95,0.6
5.88,5.73,-4.31,-0.01,2.9,0.66
4.95,5.41,-3.01,-0.15,2.84,0.65
