ax,ay,az,gx,gy,gz
11.92,5.54,-5.92,-0.87,-3.18,-1.35
13.75,4.39,-9.33,0.55,-1.66,-1.57
10.9,10.05,-9.0,1.04,-1.16,-1.55
12.63,13.56,-12.18,0.37,-1.2,-1.41
13.88,17.24,-17.4,-0.25,-0.43,-1.2
13.13,19.38,-19.61,-0.36,0.77,-0.61
12.48,17.79,-19.61,-0.02,1.83,0.4
11.29,14.81,-17.24,0.36,2.56,1.03
9.24,12.91,-14.43,0.17,2.9,1.46
7.02,11.55,-12.11,-0.73,3.24,1.63
5.28,10.21,-9.72,-1.66,3.38,1.84
3.55,7.37,-7.17,-1.88,3.11,2.07
3.41,5.12,-5.44,-1.32,2.86,2.08
2.85,3.35,-4.35,-0.36,2.69,2.13
2.41,2.44,-3.16,0.37,2.52,2.0
2.68,3.06,-2.21,0.55,2.37,1.8
2.39,3.28,-1.71,-0.02,2.12,1.61
2.63,2.09,-1.4,-0.55,1.94,1.28
2.72,0.31,-1.24,-0.48,1.77,0.99
2.91,-0.11,-0.63,-0.26,1.73,0.72
