time,ax,ay,az,gx,gy,gz,label
1769496437.060736,8.22,4.05,4.85,0.56,0.33,0.14,4
1769496437.0635111,8.22,3.98,4.91,0.55,0.33,0.15,4
1769496437.0663412,8.18,3.91,5.05,0.56,0.31,0.17,4
1769496437.069268,8.12,3.74,5.26,0.57,0.29,0.18,4
1769496437.072062,8.04,3.61,5.28,0.57,0.26,0.19,4
1769496437.074944,8.02,3.53,5.35,0.57,0.23,0.19,4
1769496437.077774,8.02,3.48,5.47,0.58,0.2,0.18,4
1769496437.080491,7.99,3.46,5.5,0.58,0.15,0.17,4
1769496437.083373,8.03,3.42,5.49,0.58,0.11,0.16,4
1769496437.0863008,8.0,3.39,5.68,0.56,0.08,0.15,4
1769496437.0893729,8.11,3.32,5.63,0.55,0.04,0.14,4
1769496437.092214,8.13,3.24,5.67,0.52,0.01,0.12,4
1769496437.094996,8.22,3.17,5.41,0.49,-0.0,0.11,4
1769496437.0977652,8.43,3.18,5.29,0.45,-0.01,0.11,4
1769496437.1005251,8.58,3.31,5.25,0.4,-0.02,0.11,4
1769496437.103431,8.7,3.27,5.13,0.35,0.0,0.12,4
1769496437.10649,8.84,3.36,4.99,0.3,0.01,0.11,4
1769496437.1092968,8.91,3.34,4.91,0.24,0.03,0.1,4
1769496437.112083,8.88,3.39,4.94,0.18,0.05,0.09,4
1769496437.115092,8.84,3.3,4.88,0.11,0.07,0.07,4
1769496437.117904,8.82,3.18,4.97,0.05,0.08,0.06,4
1769496437.120702,8.69,3.04,5.01,-0.0,0.09,0.06,4
1769496437.123459,8.69,2.93,4.97,-0.06,0.1,0.05,4
1769496437.126338,8.71,2.85,5.03,-0.11,0.11,0.04,4
1769496437.129068,8.73,2.85,5.07,-0.15,0.12,0.04,4
1769496437.131849,8.79,2.81,5.09,-0.19,0.14,0.02,4
1769496437.13466,8.86,2.75,5.05,-0.23,0.15,0.03,4
1769496437.137506,8.91,2.72,5.04,-0.26,0.17,0.02,4
1769496437.140256,9.0,2.68,4.98,-0.29,0.2,0.03,4
1769496437.142993,9.05,2.64,5.16,-0.33,0.23,0.02,4
1769496437.145789,9.13,2.66,5.2,-0.37,0.26,0.02,4
1769496437.148491,9.3,2.63,5.38,-0.41,0.29,0.02,4
1769496437.15388,9.4,2.63,5.4,-0.45,0.32,0.01,4
1769496437.156683,9.47,2.63,5.55,-0.49,0.35,-0.01,4
1769496437.159404,9.5,2.58,5.65,-0.53,0.37,-0.02,4
1769496437.1621,9.5,2.55,5.76,-0.57,0.4,-0.04,4
1769496437.1649752,9.56,2.65,6.03,-0.6,0.42,-0.05,4
1769496437.167765,9.64,2.68,6.21,-0.65,0.44,-0.06,4
1769496437.170519,9.76,2.81,6.35,-0.7,0.46,-0.06,4
1769496437.1732512,9.89,2.84,6.37,-0.75,0.49,-0.07,4
1769496437.1760268,10.05,3.03,6.54,-0.81,0.51,-0.06,4
1769496437.178768,10.04,3.15,6.59,-0.88,0.55,-0.06,4
1769496437.1815732,10.42,3.27,6.59,-0.93,0.6,-0.04,4
1769496437.184353,10.52,3.65,6.98,-1.0,0.64,-0.01,4
1769496437.189889,10.45,3.46,7.51,-1.07,0.65,-0.01,4
1769496437.19258,10.42,3.3,7.45,-1.17,0.65,-0.04,4
1769496437.19539,10.42,3.34,7.44,-1.24,0.67,-0.06,4
1769496437.1981812,10.46,3.47,7.69,-1.32,0.68,-0.07,4
1769496437.200939,10.49,3.47,7.64,-1.41,0.69,-0.07,4
1769496437.203701,10.62,3.34,7.82,-1.5,0.69,-0.08,4
