ax,ay,az,gx,gy,gz
-4.8,2.13,0.18,0.39,0.29,0.91
-6.11,3.09,0.02,0.45,0.19,0.99
-6.62,4.15,0.98,0.67,0.12,0.97
-7.82,5.19,1.51,0.71,0.22,1.08
-9.07,5.47,2.26,0.66,0.06,1.0
-10.15,6.09,3.19,0.51,0.1,0.94
-11.43,6.55,3.43,0.36,-0.02,0.83
-11.61,7.33,3.97,0.15,-0.08,0.67
-12.01,8.16,4.13,-0.04,-0.05,0.48
-12.79,8.44,4.07,-0.17,-0.04,0.17
-12.45,8.07,3.39,-0.32,-0.1,-0.15
-11.5,7.35,2.46,-0.49,-0.09,-0.48
-10.94,5.87,1.68,-0.64,0.05,-0.84
-10.53,4.02,0.97,-0.72,0.16,-1.11
-9.84,1.92,0.28,-0.66,0.18,-1.2
-9.12,0.35,0.09,-0.39,0.11,-1.14
-8.4,-0.57,-0.21,-0.17,0.06,-0.91
-7.6,-0.55,-0.64,-0.07,0.01,-0.57
-7.09,-0.57,-0.96,0.07,-0.12,-0.27
-6.32,-0.17,-1.01,0.24,-0.2,0.03
