ax,ay,az,gx,gy,gz
-5.44,3.17,0.0,1.12,0.37,1.51
-5.15,4.72,-0.05,1.09,0.3,1.59
-5.83,6.11,0.77,0.89,0.31,1.55
-7.65,7.64,1.82,0.51,0.54,1.57
-10.02,8.48,2.3,0.36,0.67,1.48
-11.83,9.91,2.67,0.52,0.62,1.38
-12.51,11.6,2.66,0.65,0.7,1.06
-13.79,12.95,1.77,0.48,0.88,0.56
-14.4,13.24,0.28,0.18,0.76,-0.07
-13.16,11.71,-0.99,-0.15,0.43,-0.7
-11.9,9.65,-1.94,-0.35,0.22,-1.17
-10.41,7.01,-2.18,-0.62,0.11,-1.62
-9.79,4.41,-2.26,-0.91,0.03,-1.8
-9.03,1.91,-2.26,-0.97,-0.05,-1.76
-8.37,0.26,-1.95,-0.92,-0.14,-1.52
-7.44,-0.79,-1.64,-0.78,-0.13,-1.24
-6.99,-1.07,-1.58,-0.56,-0.14,-0.93
-6.84,-0.9,-1.51,-0.32,-0.18,-0.57
-6.48,-0.71,-1.44,-0.12,-0.27,-0.31
-5.96,-0.62,-1.26,0.0,-0.22,-0.01
