ax,ay,az,gx,gy,gz
-8.58,5.78,1.1,0.3,-0.03,0.49
-9.06,6.0,1.07,0.12,0.03,0.45
-9.26,6.02,1.07,0.06,0.05,0.39
-9.62,6.19,1.04,0.07,0.1,0.38
-9.68,6.28,0.85,0.22,0.12,0.29
-9.48,6.52,0.62,0.3,0.15,0.11
-9.36,6.5,0.41,0.35,0.14,-0.08
-9.26,6.37,0.41,0.25,0.05,-0.14
-9.38,6.0,0.31,0.01,-0.01,-0.18
-8.95,5.67,0.27,-0.24,-0.01,-0.24
-8.64,5.31,0.12,-0.47,0.05,-0.32
-8.48,4.75,-0.13,-0.64,0.08,-0.38
-8.52,4.06,-0.16,-0.7,0.05,-0.43
-8.49,3.7,-0.06,-0.67,0.04,-0.38
-8.5,3.51,0.11,-0.67,0.02,-0.35
-8.41,3.51,0.44,-0.68,0.03,-0.31
-8.68,3.34,0.62,-0.69,0.08,-0.31
-8.82,2.96,0.77,-0.62,0.21,-0.36
-8.9,2.72,0.76,-0.45,0.39,-0.39
