ax,ay,az,gx,gy,gz
-8.2,3.79,3.35,-0.49,0.51,-0.15
-6.98,3.39,3.64,-0.17,1.27,-0.33
-11.14,2.55,1.96,0.04,1.18,0.11
-12.71,4.08,1.06,0.65,0.39,-0.02
-10.83,5.07,1.71,0.74,0.12,-0.12
-9.97,5.23,1.74,0.19,0.49,-0.22
-10.48,3.85,0.53,-0.11,0.47,-0.31
-9.37,3.02,0.62,-0.11,0.15,-0.23
-7.77,2.51,1.08,-0.12,0.2,-0.12
-8.14,2.17,0.72,-0.21,0.04,0.05
-8.25,1.9,0.58,-0.13,-0.45,0.18
-7.36,1.6,0.95,0.02,-0.81,0.3
-6.73,1.81,1.48,0.1,-0.85,0.35
-6.85,2.12,2.17,0.04,-0.61,0.4
-7.41,3.11,2.66,-0.02,-0.27,0.45
-8.06,3.79,3.11,-0.27,0.1,0.39
-8.92,4.26,2.87,-0.38,0.35,0.35
-10.0,4.64,2.7,-0.37,0.57,0.21
-11.01,4.71,2.28,-0.25,0.66,0.13
-11.13,4.74,1.78,-0.03,0.55,0.03
